Pakistan,"27,174,000","31,660,000","33,904,000"
Philippines,"2,721,000",759000,541000
Singapore,,,
Sri Lanka,"9,355,000","7,546,000","6,642,000"
Thailand,710000,54000,49000
Timor-Leste,,,
Vietnam,"35,505,000","27,219,000","23,735,000"
Afghanistan,"2,391,000","1,033,000",863000
Armenia,,79000,91000
Azerbaijan,,15000,16000
Bahrain,,,
Cyprus,56000,28000,13000
Georgia,351000,389000,619000
Iran,"1,681,000","2,105,000","2,468,000"
Iraq,,9000,
Israel,61000,65000,20000
Jordan,6000,10000,12000
Kazakhstan,,,
Kuwait,,,
Kyrgyzstan,,45000,37000
Lebanon,,,
West Bank and Gaza,,,
Oman,,,
Qatar,,,
Saudi Arabia,35000,46000,
Syria,6000,5000,
Tajikistan,6000,6000,6000
Turkey,"36,104,000","32,024,000","29,983,000"
Turkmenistan,10000,10000,10000
United Arab Emirates,,,
Uzbekistan,49000,29000,30000
"Yemen, Rep.",,,
Albania,626000,157000,168000
Andorra,,,
Austria,"17,318,000","16,834,000","20,127,000"
Belarus,,"7,367,000","8,568,000"
Belgium,"4,352,000","3,526,000","4,368,000"
Bosnia and Herzegovina,"4,773,000","4,326,000","4,139,000"
Bulgaria,"3,400,000","3,778,000","4,200,000"
Channel Islands,,,
Croatia,"2,287,000","4,062,000","4,950,000"
Czech Rep.,"13,030,000","15,860,000","17,274,000"
Denmark,"2,023,000","2,099,000","1,807,000"
Estonia,"3,206,000","11,164,000","9,602,000"
Faeroe Islands,,,
Finland,"47,203,000","60,603,000","64,295,000"
France,"55,621,000","58,330,000","51,475,000"
Germany,"42,177,000","48,818,000","60,770,000"
Gibraltar,,,
Greece,"2,979,000","2,221,000","1,842,000"
Holy See,,,
Hungary,"5,945,000","5,902,000","5,528,000"
Iceland,,,
Ireland,"1,789,000","2,778,000","2,819,000"
Isle of Man,,,
Italy,"9,877,000","10,031,000","9,600,000"
Latvia,"4,820,000","11,574,000","11,500,000"
Liechtenstein,21000,21000,21000
Lithuania,"3,651,000","6,171,000","7,727,000"
Luxembourg,,230000,139000
Malta,,,
Monaco,,,
Netherlands,"1,518,000","1,147,000","1,200,000"
Norway,"12,475,000","10,304,000","9,219,000"
Poland,"23,617,000","29,882,000","33,015,000"
Portugal,"11,922,000","10,590,000","11,123,000"
Moldova,,62000,65000
Romania,"17,218,000","14,285,000","17,300,000"
Russia,"336,527,000","152,316,000","180,000,000"
San Marino,,,
Serbia and Montenegro,"3,806,000","3,002,000","2,600,000"
Slovak Republic,"5,545,000","6,150,000","6,732,000"
Slovenia,"2,978,000","2,547,000","3,153,000"
Spain,"18,517,000","17,965,000","17,689,000"
Sweden,"58,140,000","70,570,000","76,780,000"
Switzerland,"5,345,000","6,421,000","6,958,000"
"Macedonia, FYR",,927000,927000
Ukraine,"13,590,000","12,231,000","14,820,000"
United Kingdom,"7,152,000","8,471,000","8,895,000"
Anguilla,,,
Antigua and Barbuda,,,
Aruba,,,
Bahamas,132000,20000,20000
Barbados,,6000,6000
Bermuda,,,
British Virgin Islands,,,
Cayman Islands,,,
Cuba,"3,089,000","2,433,000","2,195,000"
Dominica,,,
Dominican Rep.,646000,646000,646000
Grenada,,,
Guadeloupe,21000,18000,18000
Haiti,"2,165,000","2,532,000","2,550,000"
Jamaica,,1000,1000
Martinique,"14,191,000","13,800,000","13,800,000"
Montserrat,,,
Netherlands Antilles,,,
Puerto Rico,,,
Saint Kitts and Nevis,,,
Saint Lucia,,,
Saint Vincent and the Grenadines,,,
Trinidad and Tobago,60000,67000,75000
Turks and Caicos Islands,,,
Virgin Islands (U.S.),,,
Belize,216000,216000,216000
Costa Rica,"1,198,000","2,398,000","2,400,000"
El Salvador,"4,275,000","5,957,000","5,201,000"
Guatemala,"13,143,000","17,211,000","19,245,000"
Honduras,"10,916,000","14,022,000","15,576,000"
Nicaragua,"1,908,000","1,454,000","1,846,000"
Panama,813000,573000,464000
Canada,"195,869,000","214,788,000","223,500,000"
Greenland,,,
Mexico,"9,399,000","8,740,000","8,351,000"
Saint-Pierre-et-Miquelon,,,
United States,"596,920,000","548,065,000","540,838,000"
American Samoa,,,
Australia,"20,331,000","28,200,000","29,826,000"
Cook Islands,,6000,6000
Fiji,291000,250000,254000
French Polynesia,,,
Guam,,,
Kiribati,,,
Marshall Islands,,,
"Micronesia, Fed. Sts.",,,
Nauru,,,
New Caledonia,11000,6000,6000
New Zealand,"13,841,000","21,280,000","24,687,000"
Niue,,6000,6000
Northern Mariana Islands,,,
Palau,,,
Papua New Guinea,"8,795,000","8,347,000","8,364,000"
Pitcairn,,,
Samoa,8000,15000,11000
Solomon Islands,529000,920000,796000
Tokelau,,,
Tonga,5000,3000,2000
Tuvalu,,,
Vanuatu,73000,135000,152000
Wallis et Futuna,,,
Argentina,"10,954,000","11,002,000","11,026,000"
Bolivia,,609000,620000
Brazil,"368,706,000","293,219,000","290,476,000"
Chile,"26,092,000","41,276,000","48,867,000"
Colombia,"11,819,000","10,809,000","10,275,000"
Ecuador,"7,250,000","7,976,000","8,339,000"
Falkland Islands (Malvinas),,,
French Guiana,91000,52000,70000
Guyana,,412000,
Paraguay,"9,528,000","11,058,000","11,823,000"
Peru,"7,676,000","9,752,000","10,789,000"
South Ossetia,,,
Suriname,116000,176000,205000
Uruguay,"2,897,000","3,333,000","4,900,000"
Venezuela,664000,"1,138,000",813000
