Pakistan,6.6,6.6,6.6
Qatar,,,
Saudi Arabia,3.6,3.6,3.6
Somalia,,,
Sudan,,,
Syria,,,
Tunisia,1.9,1.9,1.9
United Arab Emirates,2.6,2.6,2.6
"Yemen, Rep.",,,
Albania,4,4,4
Andorra,29.2,29.2,29.2
Armenia,3.7,3.7,3.7
Austria,40.1,40.1,40.1
Azerbaijan,0.9,0.9,0.9
Belarus,21.1,21.1,21.1
Belgium,24.1,24.1,24.1
Bosnia and Herzegovina,35.1,35.1,35.1
Bulgaria,27.8,27.8,27.8
Croatia,29.1,29.1,29.1
Cyprus,,,
Czech Rep.,25.4,25.4,25.4
Denmark,30.6,30.6,30.6
Estonia,27.5,27.5,27.5
Finland,24.4,24.4,24.4
France,26.7,26.7,26.7
Georgia,6.3,6.3,6.3
Germany,25.8,25.8,25.8
Greece,39.8,39.8,39.8
Hungary,33.9,33.9,33.9
Iceland,26.6,26.6,26.6
Ireland,26,26,26
Israel,17.9,17.9,17.9
Italy,19.2,19.2,19.2
Kazakhstan,9.7,9.7,9.7
Kyrgyzstan,2.2,2.2,2.2
Latvia,24.1,24.1,24.1
Lithuania,20.8,20.8,20.8
Luxembourg,30.3,30.3,30.3
Malta,24.5,24.5,24.5
Monaco,,,
Montenegro,,,
Netherlands,30.3,30.3,30.3
Norway,30.4,30.4,30.4
Poland,27.2,27.2,27.2
Portugal,31,31,31
Moldova,5.8,5.8,5.8
Romania,24.5,24.5,24.5
Russia,26.5,26.5,26.5
Serbia,42.3,42.3,42.3
Slovak Republic,20.1,20.1,20.1
Slovenia,21.1,21.1,21.1
Spain,30.9,30.9,30.9
Sweden,24.5,24.5,24.5
Switzerland,22.2,22.2,22.2
Tajikistan,,,
"Macedonia, FYR",,,
Turkey,19.2,19.2,19.2
Turkmenistan,,,
Ukraine,,,
United Kingdom,34.7,34.7,34.7
Uzbekistan,1.2,1.2,1.2
Bangladesh,3.8,3.8,3.8
Bhutan,,,
"Korea, Dem. Rep.",,,
India,3.8,3.8,3.8
Indonesia,4.5,4.5,4.5
Maldives,11.6,11.6,11.6
Myanmar,13.6,13.6,13.6
Nepal,26.4,26.4,26.4
Sri Lanka,2.6,2.6,2.6
Thailand,3.4,3.4,3.4
Timor-Leste,,,
Australia,21.8,21.8,21.8
Brunei,,,
Cambodia,6.5,6.5,6.5
China,3.7,3.7,3.7
Cook Islands,20,20,20
Fiji,5.1,5.1,5.1
Japan,14.3,14.3,14.3
Kiribati,,,
Laos,15.6,15.6,15.6
Malaysia,2.8,2.8,2.8
Marshall Islands,,,
"Micronesia, Fed. Sts.",,,
Mongolia,6.5,6.5,6.5
Nauru,52.4,52.4,52.4
New Zealand,27.5,27.5,27.5
Niue,,,
Palau,9.7,9.7,9.7
Papua New Guinea,,,
Philippines,9.8,9.8,9.8
"Korea, Rep.",5.7,5.7,5.7
Samoa,23.4,23.4,23.4
Singapore,,,
Solomon Islands,,,
Tonga,15.8,15.8,15.8
Tuvalu,,,
Vanuatu,8.1,8.1,8.1
Vietnam,2.5,2.5,2.5
