Cameroon,,,,,,,,,,,,,,,,,,,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.537,5.519,5.49,5.471,5.465,5.469,5.485,5.512,5.549,5.594,5.647,5.705,5.766,5.828,5.89,5.949,6.005,6.058,6.11,6.159,6.205,6.247,6.286,6.322,6.356,6.391,6.429,6.47,6.516,6.563,6.609,6.651,6.683,6.703,6.708,6.697,6.669,6.627,6.572,6.508,6.434,6.352,6.264,6.173,6.08,5.989,5.903,5.823,5.749,5.682,5.621,5.567,5.515,5.464,5.413,5.358,5.299,5.235,5.167,5.094,5.017,4.939,4.859,4.78,4.703,4.629,4.556,4.485,4.415,4.346,4.279,4.213,4.148,4.084,4.022,3.683,3.225,2.888,2.42,2.248,2.038
Canada,,,,,,,,,,,,,,,,,,,5.72,5.720039344,5.720078689,5.720118033,5.720157377,5.720196721,5.720236066,5.72027541,5.720314754,5.720354098,5.720393443,5.720432787,5.720472131,5.720511475,5.72055082,5.720590164,5.720629508,5.720668852,5.720708197,5.720747541,5.720786885,5.72082623,5.720865574,5.720904918,5.720944262,5.720983607,5.721022951,5.721062295,5.721101639,5.721140984,5.721180328,5.721219672,5.721259016,5.721298361,5.721337705,5.721377049,5.721416393,5.721455738,5.721495082,5.721534426,5.72157377,5.721613115,5.721652459,5.721691803,5.721731148,5.721770492,5.721809836,5.72184918,5.721888525,5.721927869,5.721967213,5.722006557,5.722045902,5.722085246,5.72212459,5.722163934,5.722203279,5.722242623,5.722281967,5.722321311,5.722360656,5.7224,5.62988,5.53736,5.44484,5.35232,5.2598,5.16728,5.07476,4.98224,4.88972,4.7972,4.77308,4.74896,4.72484,4.70072,4.6766,4.65248,4.62836,4.60424,4.58012,4.556,4.520872,4.485744,4.450616,4.415488,4.38036,4.345232,4.310104,4.274976,4.239848,4.20472,4.186548,4.168376,4.150204,4.132032,4.11386,4.095688,4.077516,4.059344,4.041172,4.023,4.0257,4.0284,4.0311,4.0338,4.0365,4.0392,4.0419,4.0446,4.0473,4.05,3.9978,3.9456,3.8934,3.8412,3.789,3.7368,3.6846,3.6324,3.5802,3.528,3.4,3.229,3.217,3.13,3.353,3.316,3.294,3.217,3.281,3.194,3.081,2.863,2.801,2.751,2.692,2.639,2.696,2.648,2.758,2.82,2.954,3.028,2.996,2.998,3.359,3.579,3.42,3.436,3.426,3.472,3.617,3.696,3.808,3.813,3.841,3.93,3.893,3.943,3.909,3.853,3.771,3.681,3.513,3.149,2.814,2.596,2.456,2.405,2.311,2.137,1.965,1.875,1.83,1.831,1.782,1.75,1.697,1.695,1.68,1.652,1.636,1.62,1.624,1.61,1.594,1.576,1.599,1.658,1.715,1.714,1.711,1.682,1.685,1.67,1.631,1.567,1.556,1.544,1.507,1.536,1.513,1.542,1.548,1.566,1.613,1.657,1.6808,1.668,1.6269,1.61,1.664,1.67,1.676,1.683,1.691,1.699,1.707,1.714,1.721,1.728,1.734,1.74,1.745,1.774,1.812,1.838,1.868,1.879,1.891
Cape Verde,,,,,,,,,,,,,,,,,,,6.43,6.43152,6.43304,6.43456,6.43608,6.4376,6.43912,6.44064,6.44216,6.44368,6.4452,6.44672,6.44824,6.44976,6.45128,6.4528,6.45432,6.45584,6.45736,6.45888,6.4604,6.46192,6.46344,6.46496,6.46648,6.468,6.46952,6.47104,6.47256,6.47408,6.4756,6.47712,6.47864,6.48016,6.48168,6.4832,6.48472,6.48624,6.48776,6.48928,6.4908,6.49232,6.49384,6.49536,6.49688,6.4984,6.49992,6.50144,6.50296,6.50448,6.506,6.50752,6.50904,6.51056,6.51208,6.5136,6.51512,6.51664,6.51816,6.51968,6.5212,6.52272,6.52424,6.52576,6.52728,6.5288,6.53032,6.53184,6.53336,6.53488,6.5364,6.53792,6.53944,6.54096,6.54248,6.544,6.54552,6.54704,6.54856,6.55008,6.5516,6.55312,6.55464,6.55616,6.55768,6.5592,6.56072,6.56224,6.56376,6.56528,6.5668,6.56832,6.56984,6.57136,6.57288,6.5744,6.57592,6.57744,6.57896,6.58048,6.582,6.58352,6.58504,6.58656,6.58808,6.5896,6.59112,6.59264,6.59416,6.59568,6.5972,6.59872,6.60024,6.60176,6.60328,6.6048,6.60632,6.60784,6.60936,6.61088,6.6124,6.61392,6.61544,6.61696,6.61848,6.62,6.61508,6.61016,6.60524,6.60032,6.5954,6.59048,6.58556,6.58064,6.57572,6.5708,6.56588,6.56096,6.55604,6.55112,6.5462,6.54128,6.53636,6.53144,6.52652,6.5216,6.51668,6.51176,6.50684,6.50192,6.497,6.513,6.546,6.582,6.621,6.662,6.706,6.751,6.797,6.842,6.885,6.922,6.953,6.976,6.989,6.993,6.99,6.982,6.97,6.954,6.935,6.913,6.887,6.855,6.818,6.771,6.714,6.645,6.564,6.473,6.375,6.274,6.174,6.075,5.979,5.883,5.784,5.68,5.565,5.441,5.307,5.164,5.016,4.863,4.708,4.55,4.388,4.221,4.05,3.876,3.701,3.527,3.357,3.192,3.037,2.895,2.77,2.66,2.567,2.49,2.427,2.375,2.331,2.292,2.255,2.22,2.185,2.152,2.122,2.093,2.066,2.04,2.016,1.993,1.971,1.862,1.759,1.726,1.754,1.78,1.821
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Rep.,,,,,,,,,,,,,,,,,,,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.508,6.4638,6.4196,6.3754,6.3312,6.287,6.2428,6.1986,6.1544,6.1102,6.066,6.0218,5.9776,5.9334,5.8892,5.845,5.8008,5.7566,5.7124,5.6682,5.624,5.5798,5.5356,5.4914,5.4472,5.403,5.433,5.491,5.546,5.597,5.646,5.692,5.734,5.773,5.808,5.84,5.867,5.891,5.91,5.925,5.937,5.945,5.95,5.953,5.954,5.954,5.954,5.953,5.952,5.951,5.95,5.951,5.952,5.953,5.954,5.954,5.955,5.956,5.955,5.952,5.944,5.927,5.902,5.868,5.826,5.78,5.734,5.691,5.653,5.622,5.596,5.573,5.55,5.522,5.488,5.446,5.393,5.329,5.257,5.176,5.089,4.997,4.903,4.809,4.716,4.626,4.538,4.451,4.365,4.281,4.197,4.114,4.033,3.953,3.875,3.799,3.724,3.652,3.581,3.512,3.146,2.704,2.414,2.069,1.975,1.898
Chad,,,,,,,,,,,,,,,,,,,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06,6.06008,6.06016,6.06024,6.06032,6.0604,6.06048,6.06056,6.06064,6.06072,6.0608,6.06088,6.06096,6.06104,6.06112,6.0612,6.06128,6.06136,6.06144,6.06152,6.0616,6.06168,6.06176,6.06184,6.06192,6.062,6.071,6.09,6.109,6.129,6.149,6.169,6.19,6.21,6.23,6.25,6.268,6.285,6.301,6.318,6.337,6.362,6.393,6.432,6.477,6.528,6.582,6.636,6.688,6.736,6.78,6.82,6.857,6.892,6.925,6.958,6.99,7.023,7.056,7.089,7.124,7.161,7.199,7.238,7.276,7.313,7.346,7.376,7.399,7.416,7.425,7.426,7.419,7.405,7.384,7.354,7.315,7.268,7.212,7.147,7.074,6.992,6.902,6.805,6.702,6.596,6.486,6.375,6.263,6.151,6.041,5.933,5.825,5.718,5.611,5.506,5.403,5.3,5.199,5.1,4.538,3.76,3.188,2.492,2.27,2.024
Channel Islands,,,,,,,,,,,,,,,,,,,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.02075,4.9715,4.92225,4.873,4.82375,4.7745,4.72525,4.676,4.62675,4.5775,4.52825,4.479,4.42975,4.3805,4.33125,4.282,4.23275,4.1835,4.13425,4.085,4.03575,3.9865,3.93725,3.888,3.83875,3.7895,3.74025,3.691,3.64175,3.5925,3.54325,3.494,3.44475,3.3955,3.34625,3.297,3.24775,3.1985,3.14925,3.1,3.073825,3.04765,3.021475,2.9953,2.969125,2.94295,2.916775,2.8906,2.864425,2.83825,2.812075,2.7859,2.759725,2.73355,2.707375,2.6812,2.655025,2.62885,2.602675,2.5765,2.550325,2.52415,2.497975,2.4718,2.445625,2.41945,2.393275,2.3671,2.340925,2.31475,2.288575,2.2624,2.236225,2.21005,2.183875,2.1577,2.131525,2.10535,2.079175,2.053,2.047,2.042,2.05,2.072,2.108,2.156,2.215,2.282,2.353,2.421,2.481,2.525,2.55,2.551,2.526,2.475,2.404,2.318,2.222,2.121,2.019,1.918,1.822,1.735,1.659,1.596,1.546,1.505,1.475,1.454,1.441,1.434,1.433,1.434,1.437,1.441,1.446,1.452,1.457,1.46,1.461,1.457,1.45,1.441,1.43,1.42,1.411,1.405,1.402,1.402,1.404,1.408,1.411,1.413,1.415,1.417,1.42,1.424,1.43,1.436,1.444,1.451,1.459,1.466,1.472,1.479,1.485,1.491,1.496,1.502,1.508,1.513,1.518,1.524,1.552,1.592,1.625,1.675,1.694,1.724
Chile,,,,,,,,,,,,,,,,,,,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,6.002033333,6.024066667,6.0461,6.068133333,6.090166667,6.1122,6.134233333,6.156266667,6.1783,6.200333333,6.222366667,6.2444,5.9898,5.8022,5.9898,6.097,6.0032,5.5744,5.5744,6.3784,5.3064,5.4672,5.4672,5.6682,4.824,5.1456,5.293,5.5342,5.6414,5.6682,5.561,5.9094,6.0166,5.9898,5.7084,5.4404,5.2126,4.891,5.4404,5.1188,6.1908,5.6146,5.7218,5.4002,3.4572,4.288,4.422,4.7436,5.1858,5.0384,4.5962,5.1322,5.0518,5.293,4.8508,4.6364,4.6632,4.4354,4.489,5.1054,5.7218,6.3382,6.29532,6.25244,6.20956,6.16668,6.1238,6.13184,6.13988,6.14792,6.15596,6.164,6.0836,6.0032,5.9228,5.8424,5.762,5.74592,5.72984,5.71376,5.69768,5.6816,5.6682,5.6548,5.6414,5.628,5.6146,5.57708,5.53956,5.50204,5.46452,5.427,5.32248,5.21796,5.11344,5.00892,4.9044,4.89904,4.89368,4.88832,4.88296,4.8776,4.85884,4.84008,4.82132,4.80256,4.7838,4.728533333,4.673266667,4.618,4.709,4.884,5.042,5.182,5.304,5.408,5.491,5.551,5.583,5.582,5.543,5.463,5.342,5.185,5,4.799,4.593,4.392,4.202,4.023,3.851,3.679,3.504,3.33,3.163,3.013,2.887,2.788,2.718,2.675,2.656,2.65,2.651,2.655,2.657,2.656,2.653,2.649,2.64,2.624,2.597,2.559,2.51,2.453,2.388,2.321,2.254,2.192,2.135,2.087,2.047,2.014,1.985,1.96,1.939,1.92,1.903,1.888,1.873,1.858,1.844,1.832,1.82,1.81,1.801,1.794,1.788,1.783,1.779,1.776,1.774,1.773,1.772,1.771,1.771,1.782,1.8,1.835,1.85,1.873
China,,,,,,,,,,,,,,,,,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.475,5.45,5.425,5.4,5.375,5.35,5.325,5.3,5.275,5.25,5.1532,5.0564,4.9596,4.8628,4.766,4.999,5.199,4.906,5.537,5.292,5.262,5.973,5.669,5.955,5.978,5.605,6.205,5.496,4.266,3.986,3.28,5.969,7.413,6.12,6.022,6.211,5.252,6.37,5.67,5.746,5.396,4.92,4.506,4.15,3.576,3.254,2.866,2.743,2.798,2.316,2.713,2.618,2.72,2.769,2.811,2.826,2.806,2.745,2.644,2.506,2.342,2.171,2.009,1.865,1.746,1.656,1.591,1.546,1.52,1.51,1.514,1.527,1.546,1.566,1.585,1.602,1.617,1.63,1.642,1.65,1.657,1.663,1.668,1.674,1.679,1.685,1.691,1.696,1.702,1.707,1.712,1.717,1.722,1.727,1.754,1.788,1.815,1.852,1.864,1.884
Christmas Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,,,,,,,,,,,,,,,,,6.19,6.19002,6.19004,6.19006,6.19008,6.1901,6.19012,6.19014,6.19016,6.19018,6.1902,6.19022,6.19024,6.19026,6.19028,6.1903,6.19032,6.19034,6.19036,6.19038,6.1904,6.19042,6.19044,6.19046,6.19048,6.1905,6.19052,6.19054,6.19056,6.19058,6.1906,6.19062,6.19064,6.19066,6.19068,6.1907,6.19072,6.19074,6.19076,6.19078,6.1908,6.19082,6.19084,6.19086,6.19088,6.1909,6.19092,6.19094,6.19096,6.19098,6.191,6.19102,6.19104,6.19106,6.19108,6.1911,6.19112,6.19114,6.19116,6.19118,6.1912,6.19122,6.19124,6.19126,6.19128,6.1913,6.19132,6.19134,6.19136,6.19138,6.1914,6.19142,6.19144,6.19146,6.19148,6.1915,6.19152,6.19154,6.19156,6.19158,6.1916,6.19162,6.19164,6.19166,6.19168,6.1917,6.19172,6.19174,6.19176,6.19178,6.1918,6.19182,6.19184,6.19186,6.19188,6.1919,6.19192,6.19194,6.19196,6.19198,6.192,6.212571429,6.233142857,6.253714286,6.274285714,6.294857143,6.315428571,6.336,6.33888,6.34176,6.34464,6.34752,6.3504,6.3504,6.3504,6.3504,6.3504,6.3504,6.3648,6.3792,6.3936,6.408,6.4224,6.43104,6.43968,6.44832,6.45696,6.4656,6.41952,6.37344,6.32736,6.28128,6.2352,6.21504,6.19488,6.17472,6.15456,6.1344,6.12864,6.12288,6.11712,6.11136,6.1056,6.1344,6.1632,6.192,6.2208,6.2496,6.424733333,6.599866667,6.775,6.769,6.759,6.754,6.754,6.758,6.767,6.779,6.792,6.802,6.807,6.8,6.776,6.731,6.661,6.559,6.422,6.25,6.05,5.83,5.599,5.37,5.153,4.956,4.782,4.631,4.497,4.372,4.247,4.121,3.993,3.867,3.744,3.63,3.525,3.43,3.347,3.275,3.211,3.155,3.104,3.057,3.012,2.966,2.92,2.872,2.823,2.775,2.727,2.682,2.64,2.603,2.57,2.542,2.518,2.496,2.475,2.454,2.43,2.405,2.376,2.346,2.316,2.286,2.257,2.229,2.203,2.178,2.154,2.131,2.11,2.089,2.068,2.049,2.03,1.934,1.837,1.8,1.806,1.821,1.846
Comoros,,,,,,,,,,,,,,,,,,,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,6.01,5.99704,5.98408,5.97112,5.95816,5.9452,5.93224,5.91928,5.90632,5.89336,5.8804,5.86744,5.85448,5.84152,5.82856,5.8156,5.80264,5.78968,5.77672,5.76376,5.7508,5.73784,5.72488,5.71192,5.69896,5.686,5.771,5.934,6.085,6.223,6.348,6.46,6.56,6.648,6.725,6.792,6.849,6.897,6.939,6.975,7.004,7.027,7.044,7.055,7.06,7.061,7.06,7.058,7.055,7.052,7.054,7.065,7.084,7.106,7.126,7.129,7.102,7.033,6.921,6.766,6.576,6.362,6.141,5.928,5.735,5.573,5.447,5.355,5.293,5.257,5.246,5.253,5.27,5.289,5.306,5.315,5.313,5.303,5.283,5.254,5.216,5.168,5.112,5.051,4.986,4.919,4.85,4.782,4.714,4.648,4.584,4.522,4.462,4.403,4.345,4.288,4.233,4.178,4.125,4.073,3.783,3.376,3.057,2.599,2.423,2.154
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99016,5.99032,5.99048,5.99064,5.9908,5.99096,5.99112,5.99128,5.99144,5.9916,5.99176,5.99192,5.99208,5.99224,5.9924,5.99256,5.99272,5.99288,5.99304,5.9932,5.99336,5.99352,5.99368,5.99384,5.994,5.99,5.981,5.975,5.972,5.97,5.972,5.976,5.982,5.99,6.001,6.015,6.03,6.048,6.067,6.089,6.111,6.135,6.161,6.187,6.214,6.242,6.271,6.301,6.333,6.366,6.403,6.443,6.487,6.535,6.585,6.636,6.689,6.742,6.794,6.847,6.902,6.96,7.019,7.077,7.133,7.183,7.223,7.251,7.267,7.267,7.253,7.227,7.19,7.143,7.089,7.027,6.96,6.887,6.809,6.728,6.642,6.55,6.454,6.354,6.251,6.146,6.039,5.933,5.827,5.723,5.62,5.519,5.419,5.32,5.223,5.127,5.033,4.94,4.849,4.335,3.63,3.114,2.474,2.27,2.025
"Congo, Rep.",,,,,,,,,,,,,,,,,,,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.66996,5.66992,5.66988,5.66984,5.6698,5.66976,5.66972,5.66968,5.66964,5.6696,5.66956,5.66952,5.66948,5.66944,5.6694,5.66936,5.66932,5.66928,5.66924,5.6692,5.66916,5.66912,5.66908,5.66904,5.669,5.67,5.676,5.685,5.7,5.719,5.743,5.771,5.804,5.84,5.88,5.922,5.967,6.012,6.056,6.098,6.138,6.174,6.207,6.235,6.259,6.28,6.297,6.312,6.321,6.325,6.318,6.301,6.273,6.231,6.178,6.112,6.036,5.952,5.864,5.774,5.682,5.591,5.503,5.421,5.347,5.286,5.236,5.198,5.171,5.154,5.145,5.141,5.139,5.137,5.134,5.131,5.128,5.125,5.122,5.119,5.114,5.109,5.101,5.089,5.072,5.046,5.012,4.969,4.918,4.86,4.798,4.733,4.668,4.605,4.543,4.485,4.427,4.37,4.314,3.994,3.54,3.178,2.674,2.487,2.209
Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
