"","ipip","wage1992","prtyid","ideol","gender"
"178",3,0.65021002292633,7,6,0
"179",5,0.343410015106201,4,NA,1
"180",3,0.8400399684906,6,4,0
"181",5,0.267989993095398,7,5,1
"182",3,0.267989993095398,1,4,1
"183",5,NA,1,NA,1
"184",5,0.65021002292633,5,6,1
"185",4,0.312420010566711,2,3,1
"186",NA,0.511519968509674,3,5,0
"187",NA,0.785520017147064,7,5,0
"188",2,NA,2,4,1
"189",NA,0.487359970808029,5,3,0
"190",5,0.614226460456848,6,3,1
"191",1,NA,7,6,1
"192",5,0.265219986438751,5,4,1
"193",3,0.343410015106201,2,NA,1
"194",1,0.320780009031296,3,1,0
"195",3,0.785520017147064,6,4,0
"196",3,0.793409943580627,2,5,0
"197",4,NA,5,NA,1
"198",4,0.903599977493286,7,4,1
"199",3,0.414970010519028,7,7,0
"200",5,0.407070010900497,1,NA,1
"201",3,0.8400399684906,5,6,0
"202",3,0.673849999904633,1,5,0
"203",3,0.529449999332428,5,4,1
"204",NA,0.267989993095398,3,NA,1
"205",5,0.785520017147064,6,NA,0
"206",3,0.785520017147064,7,6,0
"207",3,0.688880026340485,5,4,1
"208",NA,0.390350013971329,3,7,0
"209",3,0.381099998950958,4,NA,0
"210",3,0.461620002985001,1,4,0
"211",4,0.394959986209869,3,4,1
"212",4,0.65021002292633,7,6,0
"213",1,0.673849999904633,7,6,1
"214",3,NA,5,5,1
"215",3,0.581430017948151,3,NA,0
"216",NA,0.511519968509674,3,2,0
"217",3,NA,6,NA,0
"218",3,0.343410015106201,3,NA,1
"219",NA,0.785520017147064,2,7,1
"220",NA,0.461620002985001,5,6,0
"221",5,0.698559999465942,2,7,0
"222",5,0.401980012655258,2,NA,1
"223",5,0.785520017147064,3,4,0
"224",4,0.387620002031326,2,NA,1
"225",NA,0.400240004062653,2,NA,1
"226",5,0.267989993095398,1,NA,1
"227",NA,0.335929989814758,4,NA,0
"228",1,0.520840048789978,6,4,0
"229",2,0.600469946861267,4,4,0
"230",3,0.673849999904633,1,2,0
"231",NA,0.394959986209869,3,2,1
"232",NA,0.394959986209869,6,6,1
"233",NA,0.401980012655258,3,5,1
"234",3,0.673849999904633,1,5,1
"235",3,0.614226460456848,3,1,0
"236",4,0.457309991121292,3,4,0
"237",4,0.394959986209869,7,5,1
"238",5,0.600469946861267,2,4,1
"239",3,0.407070010900497,2,4,1
"240",4,0.701979994773865,7,4,1
"241",3,0.903599977493286,4,5,0
"242",3,0.315829992294312,6,NA,0
"243",5,0.387620002031326,1,2,1
"244",5,0.614226460456848,1,6,0
"245",4,0.315829992294312,4,4,0
"246",3,0.312420010566711,5,NA,1
"247",NA,0.600469946861267,4,3,1
"248",NA,0.343410015106201,2,NA,0
"249",4,0.367390006780624,NA,NA,0
"250",4,0.440597921609879,2,4,0
"251",5,0.343410015106201,3,4,1
"252",2,0.400240004062653,1,4,1
"253",NA,0.320780009031296,7,5,1
"254",NA,0.414970010519028,5,5,0
"255",5,0.903599977493286,7,5,0
"256",4,0.600469946861267,6,3,1
"257",5,0.903599977493286,5,5,0
"258",3,0.609759986400604,5,3,1
"259",3,0.394959986209869,6,NA,1
"260",4,NA,6,5,0
"261",3,0.401980012655258,3,NA,0
"262",5,NA,2,6,1
"263",NA,0.688880026340485,2,2,1
"264",2,0.592509984970093,4,6,0
"265",4,0.464700013399124,1,2,1
"266",4,0.688880026340485,7,4,1
"267",3,0.408399999141693,2,5,0
"268",3,1.10091006755829,6,5,0
"269",5,0.614226460456848,7,6,0
"270",NA,0.267989993095398,4,NA,1
"271",5,0.408399999141693,1,NA,1
"272",NA,0.408399999141693,3,NA,1
"273",NA,0.477019995450974,2,NA,0
"274",3,0.487359970808029,4,3,0
"275",3,0.343410015106201,3,6,1
"276",3,0.65021002292633,3,2,1
"277",4,NA,2,NA,1
"278",3,0.446730017662048,3,2,0
"279",5,0.600469946861267,5,6,1
"280",5,0.267989993095398,NA,NA,0
"281",3,0.600469946861267,2,3,1
"282",NA,NA,1,NA,1
"283",5,0.518409967422485,7,5,0
"284",4,0.36285999417305,5,NA,0
"285",5,0.414970010519028,4,NA,0
"286",NA,0.400240004062653,5,NA,1
"287",3,0.785520017147064,5,NA,1
"288",3,0.777340054512024,7,7,0
"289",4,0.600469946861267,2,4,1
"290",NA,0.785520017147064,7,6,0
"291",4,0.614226460456848,2,NA,1
"292",NA,0.401980012655258,2,NA,0
"293",3,0.309140026569366,7,NA,1
"294",4,0.477019995450974,2,NA,0
"295",3,0.394959986209869,1,1,1
"296",5,0.381099998950958,2,4,1
"297",4,NA,1,7,1
"298",5,0.446730017662048,4,3,1
"299",2,0.785520017147064,6,4,1
"300",4,0.343410015106201,4,2,1
"301",5,0.427269995212555,2,7,0
"302",4,0.688880026340485,2,4,1
"303",3,0.785520017147064,6,5,1
"304",NA,0.511519968509674,2,5,0
"305",4,0.440597921609879,1,NA,0
"306",4,0.785520017147064,3,3,0
"307",3,0.427269995212555,1,NA,0
"308",4,0.407070010900497,3,2,1
"309",3,0.343410015106201,4,4,0
"310",4,0.267989993095398,2,4,0
"311",3,0.267989993095398,1,NA,1
"312",4,0.394959986209869,3,NA,1
"313",3,0.343410015106201,6,4,1
"314",4,0.343410015106201,2,4,0
"315",5,0.592509984970093,2,4,0
"316",3,0.3887699842453,7,NA,0
"317",5,NA,7,6,0
"318",4,0.461620002985001,1,NA,0
"319",NA,0.394959986209869,4,4,1
"320",NA,0.614226460456848,5,4,1
"321",5,0.673849999904633,6,4,1
"322",3,0.673849999904633,7,6,0
"323",3,0.785520017147064,7,6,0
"324",3,0.394959986209869,3,NA,1
"325",5,NA,3,NA,1
"326",3,0.343410015106201,6,6,1
"327",4,NA,6,2,1
"328",4,0.592509984970093,1,NA,0
"329",3,0.487359970808029,2,2,0
"330",1,NA,4,1,1
"331",3,0.614226460456848,3,2,1
"332",5,0.267989993095398,3,4,1
"333",4,NA,6,5,0
"334",3,NA,2,4,1
"335",3,0.464899986982346,6,6,1
"336",NA,0.320780009031296,7,6,1
"337",3,0.529449999332428,1,3,0
"338",2,0.600469946861267,7,6,1
"339",4,0.414970010519028,7,6,0
"340",5,0.387620002031326,5,6,1
"341",3,0.62365996837616,1,NA,0
"342",NA,0.785520017147064,4,NA,0
"343",3,0.673849999904633,5,NA,1
"344",3,0.267989993095398,4,NA,1
"345",3,0.461620002985001,1,1,0
"346",5,NA,7,6,1
"347",3,0.701979994773865,6,5,0
"348",NA,0.600469946861267,4,NA,1
"349",3,0.267989993095398,1,6,1
"350",5,0.364969998598099,5,3,1
"351",4,0.343410015106201,1,4,1
"352",NA,0.387620002031326,6,NA,1
"353",3,0.520840048789978,4,NA,0
"354",4,0.614226460456848,3,3,0
"355",5,0.400240004062653,7,6,0
"356",3,0.785520017147064,6,6,0
"357",5,0.65021002292633,1,4,1
"358",5,0.903599977493286,3,4,0
"359",3,0.400240004062653,6,4,1
"360",NA,NA,5,NA,1
"361",2,0.364969998598099,2,NA,1
"362",5,0.464700013399124,3,2,1
"363",3,0.903599977493286,5,3,1
"364",NA,0.315829992294312,1,NA,1
"365",4,0.511519968509674,5,NA,0
"366",2,NA,6,4,1
"367",4,0.315829992294312,3,3,1
"368",3,0.400240004062653,6,4,1
"369",5,0.407070010900497,3,4,1
"370",4,0.335929989814758,2,1,0
"371",4,NA,4,4,1
"372",NA,NA,3,NA,1
"373",4,0.320780009031296,5,NA,1
"374",3,0.600469946861267,2,4,1
"375",3,0.446730017662048,1,4,0
"376",5,0.343410015106201,2,NA,1
"377",NA,1.13774001598358,1,1,0
"378",3,0.518409967422485,1,4,0
"379",5,0.8400399684906,7,7,0
"380",1,0.408399999141693,3,2,1
"381",5,NA,2,NA,1
"382",3,0.785520017147064,5,NA,0
"383",5,0.545379996299744,4,4,0
"384",3,0.309140026569366,3,4,0
"385",NA,0.400240004062653,5,4,1
"386",3,0.315829992294312,NA,NA,0
"387",4,0.903599977493286,5,5,0
"388",3,0.189989998936653,4,NA,1
"389",2,0.367390006780624,4,4,0
"390",5,0.315829992294312,7,6,0
"391",5,0.267989993095398,2,1,1
"392",3,0.390350013971329,4,3,0
"393",5,0.440597921609879,5,7,0
"394",2,0.343410015106201,1,2,1
"395",3,0.785520017147064,2,3,1
"396",3,NA,2,NA,1
"397",3,0.65021002292633,7,NA,1
"398",3,0.315829992294312,1,3,1
"399",NA,0.673849999904633,4,6,0
"400",NA,0.315829992294312,3,2,0
"401",2,0.261489987373352,2,5,1
"402",3,NA,5,5,1
"403",3,0.267989993095398,4,NA,1
"404",3,NA,6,5,0
"405",NA,0.394959986209869,6,NA,1
"406",4,0.614226460456848,4,4,0
"407",1,0.461620002985001,5,5,0
"408",1,0.903599977493286,6,5,0
"409",4,0.461620002985001,1,1,0
"410",5,0.777340054512024,5,5,0
"411",3,0.903599977493286,5,5,0
"412",4,0.265219986438751,3,NA,0
"413",3,0.267989993095398,7,4,1
"414",4,0.777340054512024,3,3,0
"415",3,0.644749999046326,2,2,0
"416",3,0.614226460456848,7,6,1
"417",4,0.785520017147064,7,6,0
"418",NA,0.320780009031296,1,4,1
"419",NA,0.487359970808029,2,NA,0
"420",3,0.75151002407074,1,NA,0
"421",5,NA,3,NA,1
"422",3,0.545379996299744,5,6,0
"423",3,0.644749999046326,7,5,1
"424",3,NA,1,2,1
"425",5,0.688880026340485,6,3,0
"426",4,0.644749999046326,3,3,0
"427",3,0.785520017147064,3,2,1
"428",4,0.414970010519028,1,6,0
"429",3,0.401980012655258,4,NA,1
"430",4,NA,2,NA,1
"431",3,0.8400399684906,1,3,1
"432",3,NA,6,6,1
"433",3,0.394959986209869,5,NA,1
"434",3,NA,3,NA,1
"435",4,0.609759986400604,3,3,0
"436",3,0.511519968509674,3,4,0
"437",3,0.367390006780624,2,3,1
"438",3,0.8400399684906,4,3,0
"439",4,NA,3,2,1
"440",3,0.320780009031296,1,NA,1
"441",5,0.592509984970093,6,5,1
"442",3,0.592509984970093,6,5,0
"443",3,0.644749999046326,2,2,1
"444",NA,0.903599977493286,5,5,0
"445",2,0.701979994773865,5,5,0
"446",NA,0.461620002985001,4,4,0
"447",4,0.487359970808029,5,6,0
"448",4,0.673849999904633,2,3,1
"449",2,0.614226460456848,4,4,0
"450",3,0.36285999417305,4,4,0
"451",3,NA,4,4,1
"452",3,0.581430017948151,4,4,0
"453",5,0.343410015106201,2,NA,1
"454",3,0.609759986400604,5,6,1
"455",4,0.600469946861267,2,5,1
"456",2,0.343410015106201,3,3,1
"457",5,0.408399999141693,5,4,1
"458",3,0.511519968509674,3,NA,0
"459",NA,0.189989998936653,3,5,1
"460",5,0.614226460456848,4,NA,1
"461",3,0.688880026340485,6,4,1
"462",5,0.315829992294312,1,NA,1
"463",3,0.785520017147064,4,4,0
"464",3,0.408600002527237,1,NA,1
"465",3,0.267989993095398,5,3,1
"466",4,NA,7,3,0
"467",4,0.511519968509674,4,NA,0
"468",5,0.335929989814758,2,NA,0
"469",5,0.401980012655258,1,2,1
"470",4,0.688880026340485,1,NA,1
"471",1,0.189989998936653,1,NA,1
"472",1,0.84213000535965,2,1,0
"473",3,NA,6,5,1
"474",4,0.267989993095398,2,NA,1
"475",4,NA,4,NA,1
"476",NA,0.394959986209869,6,6,1
"477",5,0.511519968509674,2,5,0
"478",5,NA,7,4,1
"479",5,0.614226460456848,5,7,0
"480",1,0.343410015106201,2,4,0
"481",3,0.785520017147064,4,4,1
"482",4,0.343410015106201,4,5,1
"483",4,0.440597921609879,4,NA,0
"484",3,0.315829992294312,2,2,0
"485",5,0.532429993152618,4,4,0
"486",3,0.320780009031296,3,NA,1
"487",1,0.336679995059967,6,5,0
"488",4,0.394959986209869,7,3,1
"489",4,0.390350013971329,4,NA,0
"490",1,0.793409943580627,3,4,0
"491",3,0.673849999904633,5,4,0
"492",5,0.400240004062653,4,4,0
"493",5,0.614226460456848,6,5,0
"494",5,0.532429993152618,5,6,1
"495",4,0.408399999141693,2,NA,0
"496",3,0.343410015106201,5,NA,0
"497",1,0.644749999046326,6,6,0
"498",3,0.8400399684906,4,NA,1
"499",3,NA,5,4,1
"500",3,NA,2,7,1
"501",3,0.464700013399124,5,4,1
"502",3,0.581430017948151,5,5,0
"503",3,0.312420010566711,3,NA,1
"504",3,0.320780009031296,1,NA,1
"505",NA,0.408600002527237,1,NA,1
"506",4,0.267989993095398,4,5,1
"507",NA,0.267989993095398,2,NA,1
"508",3,0.785520017147064,3,2,0
"509",2,0.427269995212555,2,6,0
"510",5,0.408399999141693,NA,3,0
"511",3,0.394959986209869,3,4,1
"512",5,0.267989993095398,6,4,0
"513",3,0.614226460456848,7,5,0
"514",5,0.518409967422485,5,7,0
"515",3,0.84213000535965,3,2,1
"516",4,0.312420010566711,1,4,1
"517",5,0.312420010566711,2,4,1
"518",3,0.394959986209869,2,4,1
"519",4,0.609759986400604,5,4,1
"520",5,0.468820005655289,NA,4,1
"521",4,0.385200023651123,3,4,0
"522",NA,1.13774001598358,2,3,0
"523",3,0.532429993152618,7,6,0
"524",3,0.614226460456848,2,4,0
"525",NA,0.644749999046326,3,4,1
"526",4,0.320780009031296,2,NA,1
"527",5,0.609759986400604,2,NA,1
"528",4,0.343410015106201,3,5,0
"529",4,0.662460029125214,4,3,0
"530",5,0.600469946861267,3,4,1
"531",2,0.320780009031296,1,2,0
"532",2,0.312420010566711,3,4,0
"533",4,0.62365996837616,1,4,0
"534",NA,0.600469946861267,NA,4,1
"535",3,0.614226460456848,5,4,0
"536",3,NA,5,NA,1
"537",3,0.189989998936653,2,6,1
"538",3,0.408600002527237,1,3,1
"539",3,0.401980012655258,5,NA,1
"540",3,0.261489987373352,5,6,1
"541",NA,0.511519968509674,2,NA,0
"542",4,0.407070010900497,3,4,1
"543",3,NA,6,NA,1
"544",5,0.532429993152618,6,6,1
"545",3,0.461620002985001,5,NA,0
"546",NA,NA,4,5,1
"547",1,NA,2,NA,0
"548",3,0.335929989814758,5,4,0
"549",4,0.343410015106201,2,2,1
"550",4,0.614226460456848,1,2,0
"551",NA,0.614226460456848,1,2,0
"552",3,0.8400399684906,7,6,0
"553",4,0.487359970808029,2,3,0
"554",4,0.532429993152618,7,4,1
"555",4,0.464899986982346,2,NA,0
"556",4,0.408600002527237,3,4,0
"557",NA,0.401980012655258,5,5,0
"558",4,0.701979994773865,3,NA,0
"559",3,0.387620002031326,5,7,1
"560",NA,0.312420010566711,2,6,1
"561",3,0.312420010566711,5,4,1
"562",5,0.600469946861267,7,2,0
"563",5,0.532429993152618,7,6,0
"564",3,0.408399999141693,1,3,0
"565",4,0.511519968509674,1,7,0
"566",3,0.662460029125214,6,4,0
"567",5,0.364969998598099,6,NA,1
"568",3,0.343410015106201,5,NA,0
"569",1,NA,3,2,1
"570",3,0.511519968509674,4,NA,0
"571",4,0.673849999904633,4,NA,1
"572",4,0.315829992294312,7,4,0
"573",3,0.427269995212555,7,2,0
"574",4,0.343410015106201,2,5,1
"575",3,0.408399999141693,3,5,1
"576",3,0.315829992294312,3,4,1
"577",NA,NA,6,6,1
"578",3,0.401980012655258,4,5,0
"579",5,0.408399999141693,4,4,1
"580",5,0.401980012655258,1,NA,1
"581",4,NA,3,4,0
"582",5,NA,6,5,1
"583",5,0.315829992294312,4,4,0
"584",5,0.394959986209869,5,6,1
"585",3,0.461620002985001,6,5,0
"586",4,0.189989998936653,2,NA,1
"587",4,NA,1,2,1
"588",5,NA,1,4,1
"589",3,0.673849999904633,5,5,1
"590",4,0.511519968509674,4,NA,0
"591",3,0.387620002031326,6,5,0
"592",3,0.592509984970093,2,4,0
"593",3,0.267989993095398,4,4,1
"594",NA,0.785520017147064,6,6,0
"595",3,0.36285999417305,2,NA,1
"596",5,0.408399999141693,5,6,0
"597",4,0.267989993095398,6,7,1
"598",1,NA,5,4,1
"599",5,0.614226460456848,6,5,1
"600",5,0.401980012655258,3,NA,1
"601",3,0.903599977493286,6,4,0
"602",4,0.407070010900497,3,6,1
"603",2,0.457309991121292,6,NA,0
"604",2,0.644749999046326,5,4,0
"605",4,0.62365996837616,7,6,0
"606",4,0.267989993095398,2,7,1
"607",3,0.414970010519028,5,2,0
"608",4,NA,6,5,0
"609",3,0.609759986400604,7,NA,1
"610",3,0.785520017147064,1,4,1
"611",4,0.903599977493286,6,3,0
"612",1,0.609759986400604,3,6,1
"613",5,0.62365996837616,2,4,0
"614",3,NA,NA,NA,1
"615",3,0.400240004062653,1,2,1
"616",4,0.614226460456848,7,6,1
"617",5,0.614226460456848,2,4,0
"618",NA,0.518409967422485,1,4,0
"619",NA,0.785520017147064,5,4,0
"620",5,0.614226460456848,6,3,1
"621",4,0.427269995212555,3,NA,0
"622",3,NA,5,4,1
"623",5,0.267989993095398,4,4,0
"624",3,0.903599977493286,4,4,0
"625",5,0.688880026340485,6,4,1
"626",5,0.312420010566711,6,4,1
"627",3,0.532429993152618,1,5,0
"628",NA,0.673849999904633,6,4,1
"629",3,0.309140026569366,4,NA,0
"630",3,0.785520017147064,6,5,1
"631",4,0.600469946861267,5,7,1
"632",5,NA,1,4,1
"633",4,0.487359970808029,5,NA,0
"634",4,NA,5,3,0
"635",4,0.785520017147064,6,7,0
"636",1,0.644749999046326,3,2,0
"637",1,0.309140026569366,5,5,0
"638",4,0.673849999904633,3,2,0
"639",5,0.532429993152618,2,NA,0
"640",5,0.315829992294312,1,NA,1
"641",3,0.440597921609879,4,7,0
"642",3,0.343410015106201,5,6,1
"643",3,0.320780009031296,2,NA,1
"644",5,0.364969998598099,1,6,1
"645",5,NA,2,1,1
"646",4,NA,5,5,1
"647",3,0.464700013399124,5,NA,1
"648",NA,0.487359970808029,7,NA,0
"649",3,0.461620002985001,7,4,0
"650",5,0.315829992294312,1,7,0
"651",2,0.84213000535965,3,1,1
"652",3,NA,3,NA,1
"653",3,0.600469946861267,6,4,1
"654",3,0.487359970808029,4,5,0
"655",3,0.487359970808029,1,4,0
"656",3,0.785520017147064,6,4,0
"657",4,0.343410015106201,3,4,1
"658",5,NA,6,6,1
"659",3,0.387620002031326,4,NA,1
"660",5,0.614226460456848,6,5,1
"661",NA,0.343410015106201,2,3,0
"662",5,0.315829992294312,2,4,0
"663",5,0.785520017147064,7,5,0
"664",3,0.532429993152618,6,4,1
"665",1,NA,7,6,1
"666",3,0.903599977493286,2,3,0
"667",3,0.343410015106201,5,6,0
"668",3,0.261489987373352,3,NA,1
"669",3,0.688880026340485,5,3,1
"670",4,0.400240004062653,5,NA,1
"671",3,0.65021002292633,2,3,1
"672",NA,NA,4,NA,1
"673",3,NA,1,3,1
"674",3,0.785520017147064,3,2,1
"675",3,0.401980012655258,4,4,0
"676",NA,0.390350013971329,2,6,0
"677",3,NA,6,NA,1
"678",3,0.785520017147064,6,6,0
"679",3,0.84213000535965,2,3,1
"680",1,0.320780009031296,1,4,1
"681",4,NA,2,3,0
"682",3,0.785520017147064,3,3,0
"683",3,0.461620002985001,1,NA,1
"684",3,0.511519968509674,7,7,0
"685",3,0.36285999417305,3,5,1
"686",NA,0.793409943580627,2,2,1
"687",3,0.477019995450974,1,4,0
"688",3,0.614226460456848,5,5,0
"689",3,0.381099998950958,NA,NA,1
"690",4,0.367390006780624,2,4,0
"691",2,0.644749999046326,2,4,0
"692",3,0.600469946861267,5,6,0
"693",3,0.408399999141693,4,4,1
"694",3,0.600469946861267,2,4,1
"695",5,0.614226460456848,4,4,0
"696",5,0.614226460456848,6,NA,0
"697",4,NA,5,4,1
"698",5,NA,6,4,1
"699",4,NA,1,NA,1
"700",NA,0.267989993095398,2,NA,1
"701",2,0.394959986209869,2,3,1
"702",2,0.407070010900497,5,NA,1
"703",3,0.394959986209869,5,3,1
"704",3,0.394959986209869,3,3,1
"705",4,0.785520017147064,6,6,0
"706",5,0.487359970808029,7,3,0
"707",5,NA,3,4,1
"708",5,0.401980012655258,1,1,0
"709",3,0.343410015106201,5,3,1
"710",4,0.8400399684906,3,4,0
"711",4,0.785520017147064,2,4,0
"712",5,0.592509984970093,4,6,0
"713",4,NA,6,4,1
"714",5,0.785520017147064,6,4,0
"715",5,0.394959986209869,2,4,1
"716",3,0.84213000535965,3,3,0
"717",NA,0.394959986209869,NA,NA,1
"718",4,NA,7,5,1
"719",5,NA,6,NA,1
"720",3,0.312420010566711,2,5,1
"721",3,NA,3,NA,1
"722",4,0.446730017662048,2,4,0
"723",3,0.581430017948151,2,3,0
"724",3,0.609759986400604,1,2,1
"725",4,0.394959986209869,2,NA,1
"726",3,0.688880026340485,4,4,1
"727",5,0.511519968509674,1,6,0
"728",3,0.688880026340485,1,2,0
"729",NA,0.644749999046326,4,3,0
"730",5,0.592509984970093,4,4,0
"731",5,0.320780009031296,2,NA,1
"732",NA,0.785520017147064,6,6,0
"733",4,0.600469946861267,5,3,1
"734",NA,0.511519968509674,6,6,0
"735",3,0.903599977493286,6,5,0
"736",3,0.785520017147064,1,2,1
"737",3,0.532429993152618,3,1,0
"738",3,0.65021002292633,4,4,1
"739",5,0.614226460456848,2,3,1
"740",NA,0.511519968509674,1,7,0
"741",1,NA,5,NA,1
"742",4,0.440597921609879,3,NA,0
"743",3,0.267989993095398,6,4,1
"744",3,0.785520017147064,2,4,1
