"","family","father","mother","midparentHeight","children","childNum","gender","childHeight"
"78","021",72,68,72.72,3,2,"female",68.5
"79","021",72,68,72.72,3,3,"female",68
"80","022",72,67,72.18,3,1,"male",73
"81","022",72,67,72.18,3,2,"male",71
"82","022",72,67,72.18,3,3,"female",67
"83","023",72,65,71.1,7,1,"male",74.2
"84","023",72,65,71.1,7,2,"male",70.5
"85","023",72,65,71.1,7,3,"male",69.5
"86","023",72,65,71.1,7,4,"female",66
"87","023",72,65,71.1,7,5,"female",65.5
"88","023",72,65,71.1,7,6,"female",65
"89","023",72,65,71.1,7,7,"female",65
"90","024",72,65.5,71.37,1,1,"female",65.5
"91","025",72,64,70.56,2,1,"female",66
"92","025",72,64,70.56,2,2,"female",63
"93","026",72,63,70.02,5,1,"male",70.5
"94","026",72,63,70.02,5,2,"male",70.5
"95","026",72,63,70.02,5,3,"male",69
"96","026",72,63,70.02,5,4,"female",65
"97","026",72,63,70.02,5,5,"female",63
"98","027",72,63,70.02,3,1,"male",69
"99","027",72,63,70.02,3,2,"male",67
"100","027",72,63,70.02,3,3,"female",63
"101","028",72,63,70.02,6,1,"male",73
"102","028",72,63,70.02,6,2,"male",67
"103","028",72,63,70.02,6,3,"female",70.5
"104","028",72,63,70.02,6,4,"female",70
"105","028",72,63,70.02,6,5,"female",66.5
"106","028",72,63,70.02,6,6,"female",63
"107","029",72.5,63.5,70.54,3,1,"female",67.5
"108","029",72.5,63.5,70.54,3,2,"female",67.2
"109","029",72.5,63.5,70.54,3,3,"female",66.7
"110","030",72,62,69.48,1,1,"female",64
"111","031",72.5,62,69.73,6,1,"male",71
"112","031",72.5,62,69.73,6,2,"male",70
"113","031",72.5,62,69.73,6,3,"male",70
"114","031",72.5,62,69.73,6,4,"female",66
"115","031",72.5,62,69.73,6,5,"female",65
"116","031",72.5,62,69.73,6,6,"female",65
"117","032",72,62,69.48,5,1,"male",74
"118","032",72,62,69.48,5,2,"male",72
"119","032",72,62,69.48,5,3,"male",69
"120","032",72,62,69.48,5,4,"female",67.5
"121","032",72,62,69.48,5,5,"female",63.5
"122","033",72,62,69.48,5,1,"male",72
"123","033",72,62,69.48,5,2,"male",71.5
"124","033",72,62,69.48,5,3,"male",71.5
"125","033",72,62,69.48,5,4,"male",70
"126","033",72,62,69.48,5,5,"female",68
"127","034",72,61,68.94,1,1,"female",65.7
"128","035",71,69,72.76,5,1,"male",78
"129","035",71,69,72.76,5,2,"male",74
"130","035",71,69,72.76,5,3,"male",73
"131","035",71,69,72.76,5,4,"male",72
"132","035",71,69,72.76,5,5,"female",67
"133","036",71,67,71.68,4,1,"male",73.2
"134","036",71,67,71.68,4,2,"male",73
"135","036",71,67,71.68,4,3,"male",69
"136","036",71,67,71.68,4,4,"female",67
"137","037",71,66,71.14,4,1,"male",70
"138","037",71,66,71.14,4,2,"female",67
"139","037",71,66,71.14,4,3,"female",67
"140","037",71,66,71.14,4,4,"female",66.5
"141","038",71,66,71.14,6,1,"male",70
"142","038",71,66,71.14,6,2,"male",69
"143","038",71,66,71.14,6,3,"male",68.5
"144","038",71,66,71.14,6,4,"female",66
"145","038",71,66,71.14,6,5,"female",64.5
"146","038",71,66,71.14,6,6,"female",63
"147","039",71,66,71.14,2,1,"male",71
"148","039",71,66,71.14,2,2,"female",67
"149","040",71,66,71.14,5,1,"male",76
"150","040",71,66,71.14,5,2,"male",72
"151","040",71,66,71.14,5,3,"male",71
"152","040",71,66,71.14,5,4,"male",66
"153","040",71,66,71.14,5,5,"female",66
"154","041",71.7,65.5,71.22,1,1,"male",70.5
"155","042",71,65.5,70.87,6,1,"male",72
"156","042",71,65.5,70.87,6,2,"male",72
"157","042",71,65.5,70.87,6,3,"male",71
"158","042",71,65.5,70.87,6,4,"male",69
"159","042",71,65.5,70.87,6,5,"female",66
"160","042",71,65.5,70.87,6,6,"female",65
"161","043",71.5,65.5,71.12,2,1,"male",73
"162","043",71.5,65.5,71.12,2,2,"female",65.2
"163","044",71.5,65,70.85,2,1,"male",68.5
"164","044",71.5,65,70.85,2,2,"male",67.7
"165","045",71,65,70.6,3,1,"male",68
"166","045",71,65,70.6,3,2,"male",68
"167","045",71,65,70.6,3,3,"female",62
"168","046",71,64,70.06,8,1,"female",68
"169","046",71,64,70.06,8,2,"female",68
"170","046",71,64,70.06,8,3,"female",67.5
"171","046",71,64,70.06,8,4,"female",66.5
"172","046",71,64,70.06,8,5,"female",66.5
"173","046",71,64,70.06,8,6,"female",66
"174","046",71,64,70.06,8,7,"female",65.5
"175","046",71,64,70.06,8,8,"female",65
"176","047",71.7,64.5,70.68,4,1,"male",72
"177","047",71.7,64.5,70.68,4,2,"male",71
"178","047",71.7,64.5,70.68,4,3,"male",70.5
"179","047",71.7,64.5,70.68,4,4,"female",67
"180","048",71,64,70.06,3,1,"male",68
"181","048",71,64,70.06,3,2,"male",68
"182","048",71,64,70.06,3,3,"male",68
"183","049",71.5,64.5,70.58,7,1,"male",72
"184","049",71.5,64.5,70.58,7,2,"male",71
"185","049",71.5,64.5,70.58,7,3,"male",70
"186","049",71.5,64.5,70.58,7,4,"female",66
"187","049",71.5,64.5,70.58,7,5,"female",64.5
"188","049",71.5,64.5,70.58,7,6,"female",64.5
"189","049",71.5,64.5,70.58,7,7,"female",62
"190","050",71,64.5,70.33,2,1,"male",73
"191","050",71,64.5,70.33,2,2,"female",62
"192","051",71.2,63,69.62,2,1,"female",67.5
"193","051",71.2,63,69.62,2,2,"female",64.5
"194","052",71,63.5,69.79,5,1,"male",71
"195","052",71,63.5,69.79,5,2,"male",67
"196","052",71,63.5,69.79,5,3,"female",66
"197","052",71,63.5,69.79,5,4,"female",65
"198","052",71,63.5,69.79,5,5,"female",63.5
"199","053",71,63,69.52,9,1,"male",71
"200","053",71,63,69.52,9,2,"male",70
"201","053",71,63,69.52,9,3,"male",70
"202","053",71,63,69.52,9,4,"male",64
"203","053",71,63,69.52,9,5,"female",65
"204","053",71,63,69.52,9,6,"female",65
"205","053",71,63,69.52,9,7,"female",64
"206","053",71,63,69.52,9,8,"female",63
"207","053",71,63,69.52,9,9,"female",63
"208","054",71,63,69.52,4,1,"male",71
"209","054",71,63,69.52,4,2,"male",71
"210","054",71,63,69.52,4,3,"male",70
"211","054",71,63,69.52,4,4,"female",63.5
"212","055",71,62,68.98,5,1,"male",71
"213","055",71,62,68.98,5,2,"male",70
"214","055",71,62,68.98,5,3,"female",64.5
"215","055",71,62,68.98,5,4,"female",62.5
"216","055",71,62,68.98,5,5,"female",61.5
"217","056",71,62,68.98,5,1,"male",72
"218","056",71,62,68.98,5,2,"male",70.5
"219","056",71,62,68.98,5,3,"male",70.5
"220","056",71,62,68.98,5,4,"female",64.5
"221","056",71,62,68.98,5,5,"female",60
"222","057",71,62.5,69.25,5,1,"male",70
"223","057",71,62.5,69.25,5,2,"female",64
"224","057",71,62.5,69.25,5,3,"female",64
"225","057",71,62.5,69.25,5,4,"female",64
"226","057",71,62.5,69.25,5,5,"female",62.5
"227","058",71,62,68.98,7,1,"male",70.5
"228","058",71,62,68.98,7,2,"male",70
"229","058",71,62,68.98,7,3,"male",69
"230","058",71,62,68.98,7,4,"male",69
"231","058",71,62,68.98,7,5,"male",66
"232","058",71,62,68.98,7,6,"female",64.5
"233","058",71,62,68.98,7,7,"female",64
"234","059",71,61,68.44,1,1,"female",62
"235","060",71,58,66.82,2,1,"male",71.5
"236","060",71,58,66.82,2,2,"male",69
"237","061",70,69,72.26,4,1,"male",71
"238","061",70,69,72.26,4,2,"male",70
"239","061",70,69,72.26,4,3,"male",69
"240","061",70,69,72.26,4,4,"female",69
"241","062",70,69,72.26,6,1,"male",70
"242","062",70,69,72.26,6,2,"male",68.7
"243","062",70,69,72.26,6,3,"female",68
"244","062",70,69,72.26,6,4,"female",66
"245","062",70,69,72.26,6,5,"female",64
"246","062",70,69,72.26,6,6,"female",62
"247","063",70,68,71.72,1,1,"male",75
"248","064",70,67,71.18,5,1,"male",70
"249","064",70,67,71.18,5,2,"male",69
"250","064",70,67,71.18,5,3,"female",66
"251","064",70,67,71.18,5,4,"female",64
"252","064",70,67,71.18,5,5,"female",60
"253","065",70,67,71.18,1,1,"female",67.5
"254","066",70,66.5,70.91,11,1,"male",73
"255","066",70,66.5,70.91,11,2,"male",72
"256","066",70,66.5,70.91,11,3,"male",72
"257","066",70,66.5,70.91,11,4,"male",66.5
"258","066",70,66.5,70.91,11,5,"female",69.2
"259","066",70,66.5,70.91,11,6,"female",67.2
"260","066",70,66.5,70.91,11,7,"female",66.5
"261","066",70,66.5,70.91,11,8,"female",66
"262","066",70,66.5,70.91,11,9,"female",66
"263","066",70,66.5,70.91,11,10,"female",64.2
"264","066",70,66.5,70.91,11,11,"female",63.7
"265","067",70.5,65,70.35,4,1,"male",72
"266","067",70.5,65,70.35,4,2,"male",70.2
"267","067",70.5,65,70.35,4,3,"male",69
"268","067",70.5,65,70.35,4,4,"male",68.5
"269","068",70.5,65,70.35,5,1,"female",68
"270","068",70.5,65,70.35,5,2,"female",65
"271","068",70.5,65,70.35,5,3,"female",61.5
"272","068",70.5,65,70.35,5,4,"female",61
"273","068",70.5,65,70.35,5,5,"female",61
"274","069",70,65,70.1,8,1,"male",73
"275","069",70,65,70.1,8,2,"male",72
"276","069",70,65,70.1,8,3,"male",70.5
"277","069",70,65,70.1,8,4,"male",65
"278","069",70,65,70.1,8,5,"male",65
"279","069",70,65,70.1,8,6,"female",64.5
"280","069",70,65,70.1,8,7,"female",63
"281","069",70,65,70.1,8,8,"female",62
"282","070",70,65,70.1,5,1,"male",67
"283","070",70,65,70.1,5,2,"male",65
"284","070",70,65,70.1,5,3,"female",64.5
"285","070",70,65,70.1,5,4,"female",62.5
"286","070",70,65,70.1,5,5,"female",62.5
"287","071",70,65,70.1,6,1,"male",70
"288","071",70,65,70.1,6,2,"male",70
"289","071",70,65,70.1,6,3,"female",67
"290","071",70,65,70.1,6,4,"female",65
"291","071",70,65,70.1,6,5,"female",65
"292","071",70,65,70.1,6,6,"female",63
"293","072",70,65,70.1,7,1,"male",79
"294","072",70,65,70.1,7,2,"male",75
"295","072",70,65,70.1,7,3,"male",71
"296","072",70,65,70.1,7,4,"female",69
"297","072",70,65,70.1,7,5,"female",67
"298","072",70,65,70.1,7,6,"female",65.7
"299","072",70,65,70.1,7,7,"female",62
"300","073",70,65,70.1,3,1,"male",73
"301","073",70,65,70.1,3,2,"male",72.5
"302","073",70,65,70.1,3,3,"female",65
"303","074",70,65,70.1,2,1,"male",69
"304","074",70,65,70.1,2,2,"male",69
"305","075",70,64.7,69.938,7,1,"male",72
"306","075",70,64.7,69.938,7,2,"male",70
"307","075",70,64.7,69.938,7,3,"male",68.7
"308","075",70,64.7,69.938,7,4,"female",66.5
"309","075",70,64.7,69.938,7,5,"female",65.5
"310","075",70,64.7,69.938,7,6,"female",64.7
"311","075",70,64.7,69.938,7,7,"female",64.5
"312","076",70,64,69.56,7,1,"male",70.7
"313","076",70,64,69.56,7,2,"male",70
"314","076",70,64,69.56,7,3,"male",68
"315","076",70,64,69.56,7,4,"male",67
"316","076",70,64,69.56,7,5,"male",66
"317","076",70,64,69.56,7,6,"male",65
"318","076",70,64,69.56,7,7,"female",67
"319","077",70,64,69.56,4,1,"male",70
"320","077",70,64,69.56,4,2,"male",68
"321","077",70,64,69.56,4,3,"male",66.7
"322","077",70,64,69.56,4,4,"female",65.5
"323","078",70,64.2,69.668,5,1,"male",72
"324","078",70,64.2,69.668,5,2,"male",70
"325","078",70,64.2,69.668,5,3,"female",62.5
"326","078",70,64.2,69.668,5,4,"female",61.2
"327","078",70,64.2,69.668,5,5,"female",60.1
"328","079",70.5,64,69.81,8,1,"male",74
"329","079",70.5,64,69.81,8,2,"male",69.5
"330","079",70.5,64,69.81,8,3,"male",69
"331","079",70.5,64,69.81,8,4,"male",68
"332","079",70.5,64,69.81,8,5,"male",68
"333","079",70.5,64,69.81,8,6,"male",68
"334","079",70.5,64,69.81,8,7,"female",65.5
"335","079",70.5,64,69.81,8,8,"female",65
"336","080",70.5,64.5,70.08,1,1,"female",60
"337","081",70,64,69.56,4,1,"male",68
"338","081",70,64,69.56,4,2,"female",65
"339","081",70,64,69.56,4,3,"female",64
"340","081",70,64,69.56,4,4,"female",62
"341","082",70,64,69.56,9,1,"male",71
"342","082",70,64,69.56,9,2,"male",70
"343","082",70,64,69.56,9,3,"male",70
"344","082",70,64,69.56,9,4,"male",70
"345","082",70,64,69.56,9,5,"male",69.5
"346","082",70,64,69.56,9,6,"male",68.5
"347","082",70,64,69.56,9,7,"female",69
"348","082",70,64,69.56,9,8,"female",65
"349","082",70,64,69.56,9,9,"female",64
"350","083",70,63.7,69.398,8,1,"male",70
"351","083",70,63.7,69.398,8,2,"male",67
"352","083",70,63.7,69.398,8,3,"male",65.5
"353","083",70,63.7,69.398,8,4,"female",63.7
"354","083",70,63.7,69.398,8,5,"female",63.2
"355","083",70,63.7,69.398,8,6,"female",62.5
"356","083",70,63.7,69.398,8,7,"female",62.2
"357","083",70,63.7,69.398,8,8,"female",61
"358","084",70.5,63,69.27,4,1,"male",70
"359","084",70.5,63,69.27,4,2,"male",68.5
"360","084",70.5,63,69.27,4,3,"female",65.5
"361","084",70.5,63,69.27,4,4,"female",63.5
"362","085",70.5,63,69.27,5,1,"male",72.5
"363","085",70.5,63,69.27,5,2,"male",69
"364","085",70.5,63,69.27,5,3,"male",67
"365","085",70.5,63,69.27,5,4,"female",64.5
"366","085",70.5,63,69.27,5,5,"female",64
"367","086",70,63.5,69.29,4,1,"male",71
"368","086",70,63.5,69.29,4,2,"male",67.5
"369","086",70,63.5,69.29,4,3,"female",67.5
"370","086",70,63.5,69.29,4,4,"female",63.5
"371","087",70,63,69.02,4,1,"male",68
"372","087",70,63,69.02,4,2,"male",67
"373","087",70,63,69.02,4,3,"female",63.7
"374","087",70,63,69.02,4,4,"female",62
"375","088",70,63,69.02,4,1,"male",70
"376","088",70,63,69.02,4,2,"male",66.5
"377","088",70,63,69.02,4,3,"female",62
"378","088",70,63,69.02,4,4,"female",61
"379","089",70.5,62,68.73,8,1,"male",72
"380","089",70.5,62,68.73,8,2,"male",70
"381","089",70.5,62,68.73,8,3,"male",69.5
"382","089",70.5,62,68.73,8,4,"male",69.5
"383","089",70.5,62,68.73,8,5,"male",68
"384","089",70.5,62,68.73,8,6,"female",65
"385","089",70.5,62,68.73,8,7,"female",64
"386","089",70.5,62,68.73,8,8,"female",63
"387","090",70.3,62.7,69.008,7,1,"male",70.7
"388","090",70.3,62.7,69.008,7,2,"male",69.7
"389","090",70.3,62.7,69.008,7,3,"male",69.2
"390","090",70.3,62.7,69.008,7,4,"male",65.2
"391","090",70.3,62.7,69.008,7,5,"female",64
"392","090",70.3,62.7,69.008,7,6,"female",63.5
"393","090",70.3,62.7,69.008,7,7,"female",63.2
"394","091",70.5,62,68.73,3,1,"male",72
"395","091",70.5,62,68.73,3,2,"male",72
"396","091",70.5,62,68.73,3,3,"female",60
"397","092",70,61,67.94,2,1,"male",71.2
"398","092",70,61,67.94,2,2,"male",67
"399","093",70,60,67.4,4,1,"male",67
"400","093",70,60,67.4,4,2,"male",64.5
"401","093",70,60,67.4,4,3,"female",65
"402","093",70,60,67.4,4,4,"female",63
"403","094",70,60,67.4,2,1,"female",65
"404","094",70,60,67.4,2,2,"female",65
"405","095",70,58.5,66.59,3,1,"male",71.5
"406","095",70,58.5,66.59,3,2,"male",64.5
"407","095",70,58.5,66.59,3,3,"female",63
"408","096",70,58,66.32,5,1,"male",72
"409","096",70,58,66.32,5,2,"male",66
"410","096",70,58,66.32,5,3,"female",66
"411","096",70,58,66.32,5,4,"female",65
"412","096",70,58,66.32,5,5,"female",63
"413","097",69,68.5,71.49,10,1,"male",75
"414","097",69,68.5,71.49,10,2,"male",71
"415","097",69,68.5,71.49,10,3,"male",70
"416","097",69,68.5,71.49,10,4,"female",66
"417","097",69,68.5,71.49,10,5,"female",66
"418","097",69,68.5,71.49,10,6,"female",65.5
"419","097",69,68.5,71.49,10,7,"female",65
"420","097",69,68.5,71.49,10,8,"female",65
"421","097",69,68.5,71.49,10,9,"female",64
"422","097",69,68.5,71.49,10,10,"female",64
"423","098",69,67,70.68,1,1,"female",64
"424","099",69,66,70.14,8,1,"male",73
"425","099",69,66,70.14,8,2,"male",72
"426","099",69,66,70.14,8,3,"male",71.7
"427","099",69,66,70.14,8,4,"male",71.5
"428","099",69,66,70.14,8,5,"female",65.5
"429","099",69,66,70.14,8,6,"female",65
"430","099",69,66,70.14,8,7,"female",62.7
"431","099",69,66,70.14,8,8,"female",62.5
"432","100",69,66,70.14,3,1,"male",71.2
"433","100",69,66,70.14,3,2,"male",71
"434","100",69,66,70.14,3,3,"male",70
"435","101",69,66.7,70.518,4,1,"male",75
"436","101",69,66.7,70.518,4,2,"male",74
"437","101",69,66.7,70.518,4,3,"male",72
"438","101",69,66.7,70.518,4,4,"male",68.5
"439","102",69,66,70.14,6,1,"male",70
"440","102",69,66,70.14,6,2,"male",68.5
"441","102",69,66,70.14,6,3,"male",68
"442","102",69,66,70.14,6,4,"female",65
"443","102",69,66,70.14,6,5,"female",63
"444","102",69,66,70.14,6,6,"female",62.5
"445","103",69,66.5,70.41,7,1,"male",73
"446","103",69,66.5,70.41,7,2,"male",71
"447","103",69,66.5,70.41,7,3,"male",70.5
"448","103",69,66.5,70.41,7,4,"male",70.5
"449","103",69,66.5,70.41,7,5,"male",67
"450","103",69,66.5,70.41,7,6,"male",66
"451","103",69,66.5,70.41,7,7,"female",61
"452","104",69.5,66.5,70.66,4,1,"male",70.5
"453","104",69.5,66.5,70.66,4,2,"male",67.5
"454","104",69.5,66.5,70.66,4,3,"female",64.5
"455","104",69.5,66.5,70.66,4,4,"female",64
"456","105",69,66.5,70.41,6,1,"male",71
"457","105",69,66.5,70.41,6,2,"female",68.5
"458","105",69,66.5,70.41,6,3,"female",67.5
"459","105",69,66.5,70.41,6,4,"female",66
"460","105",69,66.5,70.41,6,5,"female",63
"461","105",69,66.5,70.41,6,6,"female",63
"462","106",69.5,66,70.39,7,1,"male",71
"463","106",69.5,66,70.39,7,2,"male",71
"464","106",69.5,66,70.39,7,3,"male",70.5
"465","106",69.5,66,70.39,7,4,"male",70.5
"466","106",69.5,66,70.39,7,5,"female",66.5
"467","106",69.5,66,70.39,7,6,"female",65.5
"468","106",69.5,66,70.39,7,7,"female",64.5
"469","107",69,66,70.14,9,1,"male",73
"470","107",69,66,70.14,9,2,"male",72
"471","107",69,66,70.14,9,3,"male",69
"472","107",69,66,70.14,9,4,"male",69
"473","107",69,66,70.14,9,5,"female",66.5
"474","107",69,66,70.14,9,6,"female",65.5
"475","107",69,66,70.14,9,7,"female",65.5
"476","107",69,66,70.14,9,8,"female",65
"477","107",69,66,70.14,9,9,"female",64
"478","108",69,65,69.6,7,1,"male",70
"479","108",69,65,69.6,7,2,"male",68.5
"480","108",69,65,69.6,7,3,"male",67
"481","108",69,65,69.6,7,4,"female",65
"482","108",69,65,69.6,7,5,"female",64
"483","108",69,65,69.6,7,6,"female",63.5
"484","108",69,65,69.6,7,7,"female",61
"485","109",69.5,64.5,69.58,7,1,"male",69.7
"486","109",69.5,64.5,69.58,7,2,"male",68
"487","109",69.5,64.5,69.58,7,3,"male",60
"488","109",69.5,64.5,69.58,7,4,"female",65.2
"489","109",69.5,64.5,69.58,7,5,"female",64.5
"490","109",69.5,64.5,69.58,7,6,"female",63.7
"491","109",69.5,64.5,69.58,7,7,"female",60
"492","110",69.2,64,69.16,4,1,"male",71.7
"493","110",69.2,64,69.16,4,2,"male",66.5
"494","110",69.2,64,69.16,4,3,"female",65
"495","110",69.2,64,69.16,4,4,"female",63.5
"496","111",69,63.5,68.79,1,1,"female",65.5
"497","112",69,63,68.52,3,1,"male",69
"498","112",69,63,68.52,3,2,"female",67.5
"499","112",69,63,68.52,3,3,"female",63.5
"500","113",69,63,68.52,1,1,"male",72
"501","114",69,63,68.52,6,1,"male",73
"502","114",69,63,68.52,6,2,"male",70
"503","114",69,63,68.52,6,3,"male",70
"504","114",69,63,68.52,6,4,"male",64
"505","114",69,63,68.52,6,5,"female",66
"506","114",69,63,68.52,6,6,"female",62
"507","115",69,63.5,68.79,7,1,"male",70.5
"508","115",69,63.5,68.79,7,2,"male",67
"509","115",69,63.5,68.79,7,3,"male",66
"510","115",69,63.5,68.79,7,4,"female",65
"511","115",69,63.5,68.79,7,5,"female",63
"512","115",69,63.5,68.79,7,6,"female",62
"513","115",69,63.5,68.79,7,7,"female",61
"514","116",69,63.5,68.79,3,1,"male",70.5
"515","116",69,63.5,68.79,3,2,"female",63.7
"516","116",69,63.5,68.79,3,3,"female",63
"517","117",69.7,62,68.33,1,1,"female",62.5
"518","118",69.5,62,68.23,3,1,"male",73
"519","118",69.5,62,68.23,3,2,"male",72
"520","118",69.5,62,68.23,3,3,"male",69
"521","119",69,62,67.98,5,1,"male",73
"522","119",69,62,67.98,5,2,"male",71
"523","119",69,62,67.98,5,3,"male",71
"524","119",69,62,67.98,5,4,"male",69
"525","119",69,62,67.98,5,5,"female",63
"526","120",69.5,62,68.23,11,1,"male",72
"527","120",69.5,62,68.23,11,2,"male",70
"528","120",69.5,62,68.23,11,3,"male",67.8
"529","120",69.5,62,68.23,11,4,"female",65.2
"530","120",69.5,62,68.23,11,5,"female",64.7
"531","120",69.5,62,68.23,11,6,"female",64.5
"532","120",69.5,62,68.23,11,7,"female",63.5
"533","120",69.5,62,68.23,11,8,"female",63.5
"534","120",69.5,62,68.23,11,9,"female",62.5
"535","120",69.5,62,68.23,11,10,"female",62
"536","120",69.5,62,68.23,11,11,"female",61.5
"537","121",69,62.5,68.25,8,1,"male",71
"538","121",69,62.5,68.25,8,2,"male",70
"539","121",69,62.5,68.25,8,3,"male",70
"540","121",69,62.5,68.25,8,4,"male",69
"541","121",69,62.5,68.25,8,5,"female",63.5
"542","121",69,62.5,68.25,8,6,"female",62.5
"543","121",69,62.5,68.25,8,7,"female",62.5
"544","121",69,62.5,68.25,8,8,"female",62
"545","122",69,62,67.98,4,1,"male",72
"546","122",69,62,67.98,4,2,"male",68
"547","122",69,62,67.98,4,3,"female",66
"548","122",69,62,67.98,4,4,"female",66
"549","123",69.5,61,67.69,5,1,"male",70
"550","123",69.5,61,67.69,5,2,"male",69.5
"551","123",69.5,61,67.69,5,3,"male",69
"552","123",69.5,61,67.69,5,4,"female",63
"553","123",69.5,61,67.69,5,5,"female",62
"554","124",69,61,67.44,9,1,"male",68
"555","124",69,61,67.44,9,2,"male",68
"556","124",69,61,67.44,9,3,"male",67.5
"557","124",69,61,67.44,9,4,"male",64
"558","124",69,61,67.44,9,5,"male",63
"559","124",69,61,67.44,9,6,"male",63
"560","124",69,61,67.44,9,7,"female",63.5
"561","124",69,61,67.44,9,8,"female",62
"562","124",69,61,67.44,9,9,"female",62
"563","125",69,60,66.9,3,1,"male",70.5
"564","125",69,60,66.9,3,2,"female",68
"565","125",69,60,66.9,3,3,"female",62.5
"566","126",69,60,66.9,4,1,"male",69
"567","126",69,60,66.9,4,2,"male",66
"568","126",69,60,66.9,4,3,"female",61.7
"569","126",69,60,66.9,4,4,"female",60.5
"570","127",69,60.5,67.17,1,1,"male",69.5
"571","128",68.7,70.5,72.42,2,1,"male",71
"572","128",68.7,70.5,72.42,2,2,"female",61.7
"573","129",68.5,67,70.43,3,1,"male",73
"574","129",68.5,67,70.43,3,2,"male",71
"575","129",68.5,67,70.43,3,3,"female",67
"576","130",68.5,66.5,70.16,11,1,"male",70
"577","130",68.5,66.5,70.16,11,2,"male",69
"578","130",68.5,66.5,70.16,11,3,"male",69
"579","130",68.5,66.5,70.16,11,4,"male",68.7
"580","130",68.5,66.5,70.16,11,5,"male",68.5
"581","130",68.5,66.5,70.16,11,6,"male",68.5
"582","130",68.5,66.5,70.16,11,7,"male",68
"583","130",68.5,66.5,70.16,11,8,"male",68
"584","130",68.5,66.5,70.16,11,9,"male",68
"585","130",68.5,66.5,70.16,11,10,"male",66.2
