"","treat","age","educ","ethn","married","re74","re75","re78","u74","u75"
"79",TRUE,17,10,"black",FALSE,0,0,0,TRUE,TRUE
"80",TRUE,25,11,"black",FALSE,0,0,0,TRUE,TRUE
"81",TRUE,21,12,"black",FALSE,0,0,9983.78,TRUE,TRUE
"82",TRUE,44,11,"black",FALSE,0,0,0,TRUE,TRUE
"83",TRUE,18,9,"black",FALSE,0,0,4482.85,TRUE,TRUE
"84",TRUE,42,12,"black",FALSE,0,0,2456.15,TRUE,TRUE
"85",TRUE,25,10,"black",FALSE,0,0,0,TRUE,TRUE
"86",TRUE,24,10,"black",FALSE,0,0,0,TRUE,TRUE
"87",TRUE,26,10,"black",FALSE,0,0,9265.79,TRUE,TRUE
"88",TRUE,25,11,"black",FALSE,0,0,485.23,TRUE,TRUE
"89",TRUE,18,11,"black",FALSE,0,0,4814.63,TRUE,TRUE
"90",TRUE,19,11,"black",FALSE,0,0,7458.11,TRUE,TRUE
"91",TRUE,43,9,"black",FALSE,0,0,0,TRUE,TRUE
"92",TRUE,27,13,"black",FALSE,0,0,34099.3,TRUE,TRUE
"93",TRUE,17,9,"black",FALSE,0,0,1953.27,TRUE,TRUE
"94",TRUE,30,11,"black",FALSE,0,0,0,TRUE,TRUE
"95",TRUE,26,10,"black",TRUE,2028,0,0,TRUE,FALSE
"96",TRUE,20,9,"black",FALSE,6083.99,0,8881.67,TRUE,FALSE
"97",TRUE,20,12,"black",FALSE,989.268,165.208,0,FALSE,FALSE
"98",TRUE,18,11,"black",FALSE,858.254,214.564,929.884,FALSE,FALSE
"99",TRUE,27,12,"black",TRUE,3670.87,334.049,0,FALSE,FALSE
"100",TRUE,27,12,"black",FALSE,2143.41,357.95,22163.3,FALSE,FALSE
"101",TRUE,20,12,"black",FALSE,0,377.569,1652.64,FALSE,TRUE
"102",TRUE,19,10,"black",FALSE,0,385.274,8124.72,FALSE,TRUE
"103",TRUE,23,12,"black",FALSE,5506.31,501.074,671.332,FALSE,FALSE
"104",TRUE,29,14,"black",FALSE,0,679.673,17815,FALSE,TRUE
"105",TRUE,18,10,"black",FALSE,0,798.908,9737.15,FALSE,TRUE
"106",TRUE,19,9,"black",FALSE,0,798.908,17685.2,FALSE,TRUE
"107",TRUE,27,9,"black",TRUE,0,934.445,1773.42,FALSE,TRUE
"108",TRUE,22,12,"black",FALSE,5605.85,936.177,0,FALSE,FALSE
"109",TRUE,23,10,"black",TRUE,0,936.439,11233.3,FALSE,TRUE
"110",TRUE,20,11,"black",FALSE,3637.5,1220.84,1085.44,FALSE,FALSE
"111",TRUE,17,9,"black",FALSE,1716.51,1253.44,5445.2,FALSE,FALSE
"112",TRUE,28,11,"black",FALSE,0,1284.08,60307.9,FALSE,TRUE
"113",TRUE,26,11,"black",TRUE,0,1392.85,1460.36,FALSE,TRUE
"114",TRUE,20,11,"black",FALSE,16318.6,1484.99,6943.34,FALSE,FALSE
"115",TRUE,24,11,"black",TRUE,824.389,1666.11,4032.71,FALSE,FALSE
"116",TRUE,31,9,"black",FALSE,0,1698.61,10363.3,FALSE,TRUE
"117",TRUE,18,10,"black",FALSE,2143.41,1784.27,11141.4,FALSE,FALSE
"118",TRUE,29,12,"black",FALSE,10881.9,1817.28,0,FALSE,FALSE
"119",TRUE,24,9,"black",FALSE,9154.7,2288.68,4849.56,FALSE,FALSE
"120",TRUE,25,12,"black",FALSE,14426.8,2409.27,0,FALSE,FALSE
"121",TRUE,24,10,"black",FALSE,4250.4,2421.95,1660.51,FALSE,FALSE
"122",TRUE,46,8,"black",FALSE,3165.66,2594.72,0,FALSE,FALSE
"123",TRUE,19,11,"black",FALSE,2305.03,2615.28,4146.6,FALSE,FALSE
"124",TRUE,19,8,"black",FALSE,0,2657.06,9970.68,FALSE,TRUE
"125",TRUE,27,11,"black",FALSE,2206.94,2666.27,0,FALSE,FALSE
"126",TRUE,26,11,"black",TRUE,0,2754.65,26372.3,FALSE,TRUE
"127",TRUE,20,10,"black",FALSE,5005.73,2777.36,5615.19,FALSE,FALSE
"128",TRUE,28,10,"black",FALSE,0,2836.51,3196.57,FALSE,TRUE
"129",TRUE,24,12,"black",FALSE,13765.8,2842.76,6167.68,FALSE,FALSE
"130",TRUE,19,8,"black",FALSE,2636.35,2937.26,7535.94,FALSE,FALSE
"131",TRUE,23,12,"black",FALSE,6269.34,3039.96,8484.24,FALSE,FALSE
"132",TRUE,42,9,"black",TRUE,0,3058.53,1294.41,FALSE,TRUE
"133",TRUE,25,13,"black",FALSE,12362.9,3090.73,0,FALSE,FALSE
"134",TRUE,18,9,"black",FALSE,0,3287.38,5010.34,FALSE,TRUE
"135",TRUE,21,12,"black",FALSE,6473.68,3332.41,9371.04,FALSE,FALSE
"136",TRUE,27,10,"black",FALSE,1001.15,3550.08,0,FALSE,FALSE
"137",TRUE,21,8,"black",FALSE,989.268,3695.9,4279.61,FALSE,FALSE
"138",TRUE,22,9,"black",FALSE,2192.88,3836.99,3462.56,FALSE,FALSE
"139",TRUE,31,4,"black",FALSE,8517.59,4023.21,7382.55,FALSE,FALSE
"140",TRUE,24,10,"black",TRUE,11703.2,4078.15,0,FALSE,FALSE
"141",TRUE,29,10,"black",FALSE,0,4398.95,0,FALSE,TRUE
"142",TRUE,29,12,"black",FALSE,9748.39,4878.94,10976.5,FALSE,FALSE
"143",TRUE,31,9,"black",FALSE,10717,5517.84,9558.5,FALSE,FALSE
"144",TRUE,22,10,"black",TRUE,1468.35,5588.66,13228.3,FALSE,FALSE
"145",TRUE,21,9,"black",FALSE,6416.47,5749.33,743.667,FALSE,FALSE
"146",TRUE,17,10,"black",FALSE,1291.47,5793.85,5522.79,FALSE,FALSE
"147",TRUE,26,12,"black",TRUE,8408.76,5794.83,1424.94,FALSE,FALSE
"148",TRUE,19,10,"black",FALSE,4121.95,6056.75,0,FALSE,FALSE
"149",TRUE,26,10,"black",FALSE,25929.7,6788.96,672.877,FALSE,FALSE
"150",TRUE,28,11,"black",FALSE,1929.03,6871.86,0,FALSE,FALSE
"151",TRUE,33,11,"black",FALSE,0,7867.92,6281.43,FALSE,TRUE
"152",TRUE,33,12,"black",TRUE,20280,10941.4,15952.6,FALSE,FALSE
"153",TRUE,25,14,"black",TRUE,35040.1,11536.6,36647,FALSE,FALSE
"154",TRUE,35,9,"black",TRUE,13602.4,13830.6,12804,FALSE,FALSE
"155",TRUE,35,8,"black",TRUE,13732.1,17976.2,3786.63,FALSE,FALSE
"156",TRUE,33,11,"black",TRUE,14660.7,25142.2,4181.94,FALSE,FALSE
"157",TRUE,22,9,"hispanic",FALSE,0,0,3595.89,TRUE,TRUE
"158",TRUE,33,12,"other",TRUE,0,0,12418.1,TRUE,TRUE
"159",TRUE,41,14,"other",FALSE,0,0,5149.5,TRUE,TRUE
"160",TRUE,38,9,"other",FALSE,0,0,6408.95,TRUE,TRUE
"161",TRUE,27,10,"hispanic",FALSE,0,0,11142.9,TRUE,TRUE
"162",TRUE,19,9,"other",FALSE,0,0,13188.8,TRUE,TRUE
"163",TRUE,18,8,"hispanic",TRUE,0,0,2787.96,TRUE,TRUE
"164",TRUE,22,11,"other",FALSE,0,0,1048.43,TRUE,TRUE
"165",TRUE,23,7,"other",FALSE,0,0,0,TRUE,TRUE
"166",TRUE,25,11,"other",FALSE,0,0,18783.4,TRUE,TRUE
"167",TRUE,38,12,"other",FALSE,0,0,4941.85,TRUE,TRUE
"168",TRUE,23,8,"hispanic",FALSE,0,0,3881.28,TRUE,TRUE
"169",TRUE,21,12,"other",FALSE,0,0,8048.6,TRUE,TRUE
"170",TRUE,25,12,"other",FALSE,0,0,5587.5,TRUE,TRUE
"171",TRUE,31,9,"hispanic",FALSE,0,0,26817.6,TRUE,TRUE
"172",TRUE,17,9,"hispanic",FALSE,445.17,74.3435,6210.67,FALSE,FALSE
"173",TRUE,21,12,"other",FALSE,3670.87,334.049,12558,FALSE,FALSE
"174",TRUE,27,13,"other",TRUE,9381.57,853.723,0,FALSE,FALSE
"175",TRUE,18,11,"other",FALSE,3678.23,919.558,4321.71,FALSE,FALSE
"176",TRUE,23,12,"hispanic",FALSE,9385.74,1117.44,559.443,FALSE,FALSE
"177",TRUE,23,8,"other",TRUE,0,1713.15,4232.31,FALSE,TRUE
"178",TRUE,26,11,"other",FALSE,0,2226.27,13385.9,FALSE,TRUE
"179",TRUE,31,12,"other",FALSE,0,2611.22,2484.55,FALSE,TRUE
"180",TRUE,19,10,"other",FALSE,0,5324.11,13829.6,FALSE,TRUE
"181",TRUE,19,11,"hispanic",TRUE,5424.49,5463.8,6788.46,FALSE,FALSE
"182",TRUE,20,9,"hispanic",FALSE,12260.8,5875.05,1358.64,FALSE,FALSE
"183",TRUE,22,12,"hispanic",TRUE,492.231,7055.7,10092.8,FALSE,FALSE
"184",TRUE,22,12,"other",FALSE,6759.99,8455.5,12590.7,FALSE,FALSE
"185",TRUE,29,10,"hispanic",FALSE,0,8853.67,5112.01,FALSE,TRUE
"186",FALSE,50,12,"black",TRUE,0,0,0,TRUE,TRUE
"187",FALSE,28,12,"black",TRUE,0,0,0,TRUE,TRUE
"188",FALSE,25,12,"black",FALSE,0,0,0,TRUE,TRUE
"189",FALSE,50,12,"black",TRUE,0,0,0,TRUE,TRUE
"190",FALSE,23,12,"black",FALSE,0,0,4728.73,TRUE,TRUE
"191",FALSE,34,14,"black",TRUE,0,0,0,TRUE,TRUE
"192",FALSE,36,12,"black",TRUE,0,0,17732.7,TRUE,TRUE
"193",FALSE,36,12,"black",TRUE,0,8951.61,11821.8,FALSE,TRUE
"194",FALSE,33,13,"black",TRUE,0,10741.9,20688.2,FALSE,TRUE
"195",FALSE,25,12,"black",TRUE,0,21483.9,1220.6,FALSE,TRUE
"196",FALSE,43,12,"black",TRUE,715.132,1879.84,5910.91,FALSE,FALSE
"197",FALSE,24,12,"black",FALSE,783.707,0,10344.1,TRUE,FALSE
"198",FALSE,23,12,"black",FALSE,1077.6,3222.58,5910.91,FALSE,FALSE
"199",FALSE,22,12,"black",TRUE,1269.6,0,0,TRUE,FALSE
"200",FALSE,20,12,"black",FALSE,1367.57,12532.3,2955.45,FALSE,FALSE
"201",FALSE,21,12,"black",FALSE,1959.27,5460.48,1152.63,FALSE,FALSE
"202",FALSE,22,12,"black",TRUE,2006.29,2470.65,0,FALSE,FALSE
"203",FALSE,20,12,"black",FALSE,2351.12,4475.81,17732.7,FALSE,FALSE
"204",FALSE,28,12,"black",FALSE,2938.9,2864.52,0,FALSE,FALSE
"205",FALSE,24,12,"black",FALSE,3330.75,4654.84,11821.8,FALSE,FALSE
"206",FALSE,22,12,"black",FALSE,3579.58,17133.4,11821.8,FALSE,FALSE
"207",FALSE,20,12,"black",FALSE,3730.44,8951.61,13299.5,FALSE,FALSE
"208",FALSE,27,12,"black",TRUE,3918.53,1994.42,17732.7,FALSE,FALSE
"209",FALSE,23,12,"black",TRUE,3918.53,2864.52,8866.36,FALSE,FALSE
"210",FALSE,23,12,"black",TRUE,3918.53,11637.1,9753,FALSE,FALSE
"211",FALSE,31,12,"black",TRUE,3918.53,18440.3,24973.6,FALSE,FALSE
"212",FALSE,19,12,"black",FALSE,5387.98,8056.45,12117.4,FALSE,FALSE
"213",FALSE,21,12,"black",TRUE,5868,3043.55,10048.5,FALSE,FALSE
"214",FALSE,24,12,"black",TRUE,5877.8,8951.61,17732.7,FALSE,FALSE
"215",FALSE,31,12,"black",TRUE,5877.8,11064.2,15959.4,FALSE,FALSE
"216",FALSE,22,12,"black",FALSE,5891.52,10367.8,5763.13,FALSE,FALSE
"217",FALSE,20,13,"black",FALSE,5897.39,12532.3,14777.3,FALSE,FALSE
"218",FALSE,23,12,"black",FALSE,6494.97,12532.3,14186.2,FALSE,FALSE
"219",FALSE,22,12,"black",FALSE,6583.14,4475.81,0,FALSE,FALSE
"220",FALSE,21,12,"black",FALSE,6661.51,11458.1,11208.6,FALSE,FALSE
"221",FALSE,27,12,"black",TRUE,6855.47,0,8275.27,TRUE,FALSE
"222",FALSE,27,13,"black",TRUE,6857.43,4096.26,24514,FALSE,FALSE
"223",FALSE,24,12,"black",TRUE,6857.43,14322.6,26599.1,FALSE,FALSE
"224",FALSE,28,15,"black",FALSE,7445.21,0,12708.4,TRUE,FALSE
"225",FALSE,53,14,"black",TRUE,7641.14,8421.68,8127.5,FALSE,FALSE
"226",FALSE,19,12,"black",FALSE,7837.07,3759.68,3694.32,FALSE,FALSE
"227",FALSE,32,12,"black",TRUE,7837.07,5370.97,8866.36,FALSE,FALSE
"228",FALSE,20,12,"black",TRUE,7837.07,8951.61,20688.2,FALSE,FALSE
"229",FALSE,27,12,"black",TRUE,7837.07,8951.61,2210.68,FALSE,FALSE
"230",FALSE,23,12,"black",TRUE,7837.07,12532.3,21870.4,FALSE,FALSE
"231",FALSE,23,12,"black",TRUE,7993.81,13427.4,4433.18,FALSE,FALSE
"232",FALSE,21,12,"black",TRUE,8150.55,13092.6,10583.5,FALSE,FALSE
"233",FALSE,24,12,"black",TRUE,8275.94,15416.5,8335.86,FALSE,FALSE
"234",FALSE,26,12,"black",TRUE,8616.86,8593.55,10344.1,FALSE,FALSE
"235",FALSE,23,14,"black",TRUE,8675.63,10398.2,13004,FALSE,FALSE
"236",FALSE,25,12,"black",FALSE,8816.7,6266.13,10344.1,FALSE,FALSE
"237",FALSE,23,12,"black",TRUE,8816.7,12174.2,18471.6,FALSE,FALSE
"238",FALSE,27,12,"black",FALSE,8816.7,14322.6,19210.4,FALSE,FALSE
"239",FALSE,21,12,"black",FALSE,8816.7,14859.7,5578.42,FALSE,FALSE
"240",FALSE,23,14,"black",TRUE,8934.26,12532.3,8866.36,FALSE,FALSE
"241",FALSE,23,16,"black",FALSE,9012.63,16490.7,19210.4,FALSE,FALSE
"242",FALSE,27,12,"black",TRUE,9067.49,5370.97,6649.77,FALSE,FALSE
"243",FALSE,21,12,"black",TRUE,9169.37,7161.29,7388.63,FALSE,FALSE
"244",FALSE,23,12,"black",TRUE,9169.37,8271.29,10403.2,FALSE,FALSE
"245",FALSE,21,14,"black",FALSE,9420.15,5370.97,9900.77,FALSE,FALSE
"246",FALSE,27,12,"black",TRUE,9796.33,0,11821.8,TRUE,FALSE
"247",FALSE,21,12,"black",TRUE,9796.33,4296.77,14777.3,FALSE,FALSE
"248",FALSE,33,12,"black",FALSE,9796.33,8951.61,0,FALSE,FALSE
"249",FALSE,22,12,"black",TRUE,9796.33,10741.9,11162.7,FALSE,FALSE
"250",FALSE,29,12,"black",TRUE,9796.33,12532.3,19210.4,FALSE,FALSE
"251",FALSE,23,12,"black",TRUE,9796.33,12532.3,11821.8,FALSE,FALSE
"252",FALSE,27,12,"black",TRUE,9796.33,14322.6,11821.8,FALSE,FALSE
"253",FALSE,24,12,"black",TRUE,9796.33,14322.6,33987.7,FALSE,FALSE
"254",FALSE,25,12,"black",TRUE,9796.33,21483.9,6649.77,FALSE,FALSE
"255",FALSE,30,12,"black",TRUE,9796.33,25064.5,29554.5,FALSE,FALSE
"256",FALSE,26,12,"black",FALSE,9913.89,10741.9,15619.6,FALSE,FALSE
"257",FALSE,31,12,"black",TRUE,10188.2,8951.61,9605.22,FALSE,FALSE
"258",FALSE,25,13,"black",FALSE,10247,15396.8,12486.8,FALSE,FALSE
"259",FALSE,27,12,"black",FALSE,10623.1,3222.58,8866.36,FALSE,FALSE
"260",FALSE,27,12,"black",TRUE,10776,8951.61,7536.41,FALSE,FALSE
"261",FALSE,24,12,"black",FALSE,10776,9309.68,8275.27,FALSE,FALSE
"262",FALSE,20,12,"black",FALSE,10776,16372.5,29554.5,FALSE,FALSE
"263",FALSE,23,12,"black",TRUE,10776,20481.3,29392,FALSE,FALSE
"264",FALSE,26,12,"black",TRUE,11167.8,1074.19,8866.36,FALSE,FALSE
"265",FALSE,23,12,"black",TRUE,11167.8,7812.97,14777.3,FALSE,FALSE
"266",FALSE,24,12,"black",FALSE,11285.4,13069.4,10344.1,FALSE,FALSE
"267",FALSE,23,12,"black",FALSE,11328.5,2685.48,29216.1,FALSE,FALSE
"268",FALSE,28,14,"black",TRUE,11755.6,0,25875,TRUE,FALSE
"269",FALSE,29,12,"black",TRUE,11755.6,9846.77,20688.2,FALSE,FALSE
"270",FALSE,24,13,"black",TRUE,11755.6,10741.9,31097.3,FALSE,FALSE
"271",FALSE,21,12,"black",TRUE,11755.6,14322.6,16255,FALSE,FALSE
"272",FALSE,25,12,"black",TRUE,11755.6,14322.6,21427,FALSE,FALSE
"273",FALSE,22,13,"black",TRUE,11755.6,15217.7,0,FALSE,FALSE
"274",FALSE,27,15,"black",FALSE,11755.6,16744.9,18442,FALSE,FALSE
"275",FALSE,26,12,"black",TRUE,11775.2,14150.7,16342.2,FALSE,FALSE
"276",FALSE,25,13,"black",TRUE,11931.9,13824.9,12656.7,FALSE,FALSE
"277",FALSE,30,12,"black",TRUE,12225.8,10741.9,18962.2,FALSE,FALSE
"278",FALSE,24,12,"black",TRUE,12658.8,19693.5,19210.4,FALSE,FALSE
"279",FALSE,37,17,"black",TRUE,12735.2,1306.94,4236.64,FALSE,FALSE
"280",FALSE,23,12,"black",FALSE,12735.2,14322.6,20688.2,FALSE,FALSE
"281",FALSE,25,16,"black",TRUE,12735.2,18261.3,10521.4,FALSE,FALSE
"282",FALSE,28,12,"black",TRUE,12735.2,19693.5,17732.7,FALSE,FALSE
"283",FALSE,27,12,"black",TRUE,13127.1,12353.2,11526.3,FALSE,FALSE
"284",FALSE,26,16,"black",TRUE,13323,19693.5,19934.5,FALSE,FALSE
"285",FALSE,22,12,"black",TRUE,13518.9,13427.4,12560.7,FALSE,FALSE
"286",FALSE,22,12,"black",TRUE,13665.9,17903.2,13299.5,FALSE,FALSE
"287",FALSE,22,12,"black",TRUE,13714.9,0,664.977,TRUE,FALSE
"288",FALSE,25,12,"black",TRUE,13714.9,8235.48,17732.7,FALSE,FALSE
"289",FALSE,33,12,"black",FALSE,13714.9,11100,9605.22,FALSE,FALSE
"290",FALSE,55,16,"black",TRUE,13714.9,11995.2,23531.3,FALSE,FALSE
"291",FALSE,47,12,"black",TRUE,13714.9,12433.8,14777.3,FALSE,FALSE
"292",FALSE,20,12,"black",TRUE,13714.9,12532.3,8866.36,FALSE,FALSE
"293",FALSE,26,12,"black",TRUE,13714.9,12532.3,11821.8,FALSE,FALSE
"294",FALSE,21,12,"black",FALSE,13714.9,13339.7,11651.9,FALSE,FALSE
"295",FALSE,24,12,"black",TRUE,13714.9,16112.9,16255,FALSE,FALSE
"296",FALSE,39,12,"black",TRUE,13714.9,17008.1,14629.5,FALSE,FALSE
"297",FALSE,27,12,"black",TRUE,13714.9,19425,25860.2,FALSE,FALSE
"298",FALSE,27,14,"black",FALSE,13812.8,17036.7,20688.2,FALSE,FALSE
"299",FALSE,20,12,"black",TRUE,14322.2,17903.2,14777.3,FALSE,FALSE
"300",FALSE,29,12,"black",TRUE,14392.8,15396.8,14777.3,FALSE,FALSE
"301",FALSE,26,14,"black",TRUE,14506.4,17187.1,21678.2,FALSE,FALSE
"302",FALSE,24,12,"black",TRUE,14694.5,11816.1,11821.8,FALSE,FALSE
"303",FALSE,22,14,"black",TRUE,14694.5,12532.3,21397.5,FALSE,FALSE
"304",FALSE,27,12,"black",TRUE,14694.5,13427.4,14079.8,FALSE,FALSE
"305",FALSE,28,12,"black",TRUE,14694.5,14859.7,19210.4,FALSE,FALSE
"306",FALSE,35,12,"black",TRUE,14694.5,17187.1,21279.3,FALSE,FALSE
"307",FALSE,22,12,"black",TRUE,14790.5,14680.6,14038.4,FALSE,FALSE
"308",FALSE,42,12,"black",TRUE,14988.4,11185.9,0,FALSE,FALSE
"309",FALSE,31,12,"black",FALSE,15282.3,17903.2,14777.3,FALSE,FALSE
"310",FALSE,32,16,"black",TRUE,15282.3,19693.5,28076.8,FALSE,FALSE
"311",FALSE,22,13,"black",TRUE,15403.8,14320.8,18660.7,FALSE,FALSE
"312",FALSE,26,12,"black",TRUE,15411.6,8951.61,11082.9,FALSE,FALSE
"313",FALSE,26,12,"black",TRUE,15478.2,18175.4,19949.3,FALSE,FALSE
"314",FALSE,25,12,"black",TRUE,15674.1,3738.19,10512.5,FALSE,FALSE
"315",FALSE,28,15,"black",TRUE,15674.1,9452.9,31032.3,FALSE,FALSE
"316",FALSE,21,13,"black",TRUE,15674.1,12532.3,25121.4,FALSE,FALSE
"317",FALSE,54,16,"black",TRUE,15674.1,14322.6,11821.8,FALSE,FALSE
"318",FALSE,26,12,"black",TRUE,15674.1,15217.7,15516.1,FALSE,FALSE
"319",FALSE,34,12,"black",TRUE,15674.1,15754.8,17732.7,FALSE,FALSE
"320",FALSE,21,12,"black",TRUE,15674.1,16112.9,11821.8,FALSE,FALSE
"321",FALSE,23,12,"black",TRUE,15674.1,16202.4,19210.4,FALSE,FALSE
"322",FALSE,26,12,"black",TRUE,15674.1,17983.8,20688.2,FALSE,FALSE
"323",FALSE,21,12,"black",TRUE,15674.1,19693.5,19210.4,FALSE,FALSE
"324",FALSE,54,12,"black",FALSE,15674.1,25064.5,20688.2,FALSE,FALSE
"325",FALSE,23,12,"black",TRUE,15870.1,30435.5,27781.3,FALSE,FALSE
"326",FALSE,26,12,"black",TRUE,15987.6,17903.2,19506,FALSE,FALSE
"327",FALSE,28,12,"black",TRUE,15987.6,19693.5,13299.5,FALSE,FALSE
"328",FALSE,27,12,"black",TRUE,16011.1,16112.9,20460.6,FALSE,FALSE
"329",FALSE,35,12,"black",TRUE,16066,16086,19210.4,FALSE,FALSE
"330",FALSE,36,12,"black",TRUE,16261.9,21304.8,22165.9,FALSE,FALSE
"331",FALSE,21,12,"black",TRUE,16653.8,9846.77,7388.63,FALSE,FALSE
"332",FALSE,25,12,"black",FALSE,16653.8,14859.7,22904.8,FALSE,FALSE
