"","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea"
"237",43000,3630,4,1,2,"yes","no","no","no","no",3,"no"
"238",50000,3600,6,1,2,"yes","no","no","no","no",1,"no"
"239",26000,3000,2,1,1,"yes","no","yes","no","no",2,"no"
"240",30000,3000,4,1,2,"yes","no","no","no","no",0,"no"
"241",34000,2787,4,2,2,"yes","no","no","no","no",0,"no"
"242",52000,3000,2,1,2,"yes","no","no","no","yes",0,"no"
"243",70000,4770,3,1,1,"yes","yes","yes","no","no",0,"no"
"244",27000,3649,2,1,1,"yes","no","no","no","no",0,"no"
"245",32500,3970,3,1,2,"yes","no","yes","no","no",0,"no"
"246",37200,2910,2,1,1,"no","no","no","no","no",0,"no"
"247",38000,3480,2,1,1,"yes","no","no","no","no",1,"no"
"248",42000,6615,3,1,2,"yes","no","no","no","no",0,"no"
"249",44500,3500,2,1,1,"yes","no","no","no","no",0,"no"
"250",45000,3450,3,1,2,"yes","no","yes","no","no",0,"no"
"251",48500,3450,3,1,1,"yes","no","yes","no","no",2,"no"
"252",52000,3520,2,2,1,"yes","no","yes","no","no",0,"no"
"253",53900,6930,4,1,2,"no","no","no","no","no",1,"no"
"254",60000,4600,3,2,2,"yes","no","no","no","yes",1,"no"
"255",61000,4360,4,1,2,"yes","no","no","no","no",0,"no"
"256",64500,3450,3,1,2,"yes","no","yes","no","no",1,"no"
"257",71000,4410,4,3,2,"yes","no","yes","no","no",2,"no"
"258",75500,4600,2,2,1,"yes","no","no","no","yes",2,"no"
"259",33500,3640,2,1,1,"yes","no","no","no","no",0,"no"
"260",41000,6000,2,1,1,"yes","no","no","no","no",0,"no"
"261",41000,5400,4,1,2,"yes","no","no","no","no",0,"no"
"262",46200,3640,4,1,2,"yes","no","yes","no","no",0,"no"
"263",48500,3640,2,1,1,"yes","no","no","no","no",0,"no"
"264",48900,4040,2,1,1,"yes","no","no","no","no",0,"no"
"265",50000,3640,2,1,1,"yes","no","no","no","no",1,"no"
"266",51000,3640,2,1,1,"yes","no","no","no","no",0,"no"
"267",52500,5640,2,1,1,"no","no","no","no","no",0,"no"
"268",52500,3600,2,1,1,"yes","no","no","no","no",0,"no"
"269",54000,3600,2,1,1,"yes","no","no","no","no",0,"no"
"270",59000,4632,4,1,2,"yes","no","no","no","yes",0,"no"
"271",60000,3640,3,2,2,"yes","no","yes","no","no",0,"no"
"272",63000,4900,2,1,2,"yes","no","yes","no","no",0,"no"
"273",64000,4510,4,1,2,"yes","no","no","no","yes",2,"no"
"274",64900,4100,2,2,1,"yes","yes","yes","no","no",0,"no"
"275",65000,3640,3,1,2,"yes","no","no","no","yes",0,"no"
"276",66000,5680,3,1,2,"yes","yes","no","no","yes",1,"no"
"277",70000,6300,3,1,1,"yes","no","no","no","yes",2,"no"
"278",65500,4000,3,1,2,"yes","no","no","no","no",1,"no"
"279",57000,3960,3,1,2,"yes","no","no","no","no",0,"no"
"280",52000,5960,3,1,2,"yes","yes","yes","no","no",0,"no"
"281",54000,5830,2,1,1,"yes","no","no","no","no",2,"no"
"282",74500,4500,4,2,1,"no","no","yes","no","yes",2,"no"
"283",90000,4100,3,2,3,"yes","no","no","no","yes",2,"no"
"284",45000,6750,2,1,1,"yes","no","no","no","no",0,"no"
"285",45000,9000,3,1,2,"yes","no","no","no","no",2,"no"
"286",65000,2550,3,1,2,"yes","no","yes","no","no",0,"no"
"287",55000,7152,3,1,2,"yes","no","no","no","yes",0,"no"
"288",62000,6450,4,1,2,"yes","no","no","no","no",0,"no"
"289",30000,3360,2,1,1,"yes","no","no","no","no",1,"no"
"290",34000,3264,2,1,1,"yes","no","no","no","no",0,"no"
"291",38000,4000,3,1,1,"yes","no","no","no","no",0,"no"
"292",39000,4000,3,1,2,"yes","no","no","no","no",1,"no"
"293",45000,3069,2,1,1,"yes","no","no","no","no",1,"no"
"294",47000,4040,2,1,1,"yes","no","no","no","no",0,"no"
"295",47500,4040,2,1,1,"yes","no","no","no","no",1,"no"
"296",49000,3185,2,1,1,"yes","no","no","no","no",2,"no"
"297",50000,5900,2,1,1,"yes","no","no","no","no",1,"no"
"298",50000,3120,3,1,2,"yes","no","no","no","no",1,"no"
"299",52900,5450,2,1,1,"yes","no","no","no","no",0,"no"
"300",53000,4040,2,1,1,"yes","no","no","no","no",0,"no"
"301",55000,4080,2,1,1,"yes","no","no","no","no",0,"no"
"302",56000,8080,3,1,1,"yes","no","no","no","yes",2,"no"
"303",58500,4040,2,1,2,"yes","no","no","no","no",1,"no"
"304",59500,4080,3,1,2,"yes","no","no","no","no",2,"no"
"305",60000,5800,3,1,1,"yes","no","no","yes","no",2,"no"
"306",64000,5885,2,1,1,"yes","no","no","no","yes",1,"no"
"307",67000,9667,4,2,2,"yes","yes","yes","no","no",1,"no"
"308",68100,3420,4,2,2,"yes","no","no","no","no",0,"no"
"309",70000,5800,2,1,1,"yes","yes","yes","no","yes",0,"no"
"310",72000,7600,4,1,2,"yes","no","no","no","yes",2,"no"
"311",57500,5400,3,1,1,"yes","no","no","no","no",3,"no"
"312",69900,4995,4,2,1,"yes","no","yes","no","no",0,"no"
"313",70000,3000,3,1,2,"yes","no","yes","no","yes",0,"no"
"314",75000,5500,3,2,1,"yes","no","yes","no","no",0,"no"
"315",76900,6450,3,2,1,"yes","yes","yes","yes","no",0,"no"
"316",78000,6210,4,1,4,"yes","yes","no","no","yes",0,"no"
"317",80000,5000,3,1,4,"yes","no","no","no","no",0,"no"
"318",82000,5000,3,1,3,"yes","no","no","no","yes",0,"no"
"319",83000,5828,4,1,4,"yes","yes","no","no","no",0,"no"
"320",83000,5200,3,1,3,"yes","no","no","no","yes",0,"no"
"321",83900,5500,3,1,3,"yes","yes","no","no","yes",1,"no"
"322",88500,6350,3,2,3,"yes","yes","no","no","yes",0,"no"
"323",93000,8250,3,2,3,"yes","no","no","no","yes",0,"no"
"324",98000,6000,3,1,1,"yes","no","no","no","yes",1,"no"
"325",98500,7700,3,2,1,"yes","no","no","no","no",2,"no"
"326",99000,8880,3,2,2,"yes","no","yes","no","yes",1,"no"
"327",101000,8880,2,1,1,"yes","no","no","no","yes",1,"no"
"328",110000,6480,3,2,4,"yes","no","no","no","yes",2,"no"
"329",115442,7000,3,2,4,"yes","no","no","no","yes",2,"no"
"330",120000,8875,3,1,1,"yes","no","no","no","no",1,"no"
"331",124000,7155,3,2,1,"yes","yes","yes","no","yes",2,"no"
"332",175000,8960,4,4,4,"yes","no","no","no","yes",3,"no"
"333",50000,7350,2,1,1,"yes","no","no","no","no",1,"no"
"334",55000,3850,2,1,1,"yes","no","no","no","no",0,"no"
"335",60000,7000,3,1,1,"yes","no","no","no","no",3,"no"
"336",61000,7770,2,1,1,"yes","no","no","no","no",1,"no"
"337",106000,7440,3,2,1,"yes","yes","yes","no","yes",0,"yes"
"338",155000,7500,3,3,1,"yes","no","yes","no","yes",2,"yes"
"339",141000,8100,4,1,2,"yes","yes","yes","no","yes",2,"yes"
"340",62500,3900,3,1,2,"yes","no","no","no","no",0,"no"
"341",70000,2970,3,1,3,"yes","no","no","no","no",0,"no"
"342",73000,3000,3,1,2,"yes","no","yes","no","no",0,"no"
"343",80000,10500,2,1,1,"yes","no","no","no","no",1,"no"
"344",80000,5500,3,2,2,"yes","no","no","no","no",1,"no"
"345",88000,4500,3,1,4,"yes","no","no","no","yes",0,"no"
"346",49000,3850,3,1,1,"yes","no","no","no","no",0,"no"
"347",52000,4130,3,2,2,"yes","no","no","no","no",2,"no"
"348",59500,4046,3,1,2,"yes","no","yes","no","no",1,"no"
"349",60000,4079,3,1,3,"yes","no","no","no","no",0,"no"
"350",64000,4000,3,1,2,"yes","no","no","no","no",2,"no"
"351",64500,9860,3,1,1,"yes","no","no","no","no",0,"no"
"352",68500,7000,3,1,2,"yes","no","yes","no","no",0,"no"
"353",78500,7980,3,1,1,"yes","no","no","no","no",2,"no"
"354",86000,6800,2,1,1,"yes","yes","yes","no","no",2,"no"
"355",86900,4300,6,2,2,"yes","no","no","no","no",0,"no"
"356",75000,10269,3,1,1,"yes","no","no","no","no",1,"yes"
"357",78000,6100,3,1,3,"yes","yes","no","no","yes",0,"yes"
"358",95000,6420,3,2,3,"yes","no","no","no","yes",0,"yes"
"359",97000,12090,4,2,2,"yes","no","no","no","no",2,"yes"
"360",107000,6600,3,1,4,"yes","no","no","no","yes",3,"yes"
"361",130000,6600,4,2,2,"yes","yes","yes","no","yes",1,"yes"
"362",145000,8580,4,3,4,"yes","no","no","no","yes",2,"yes"
"363",175000,9960,3,2,2,"yes","no","yes","no","no",2,"yes"
"364",72000,10700,3,1,2,"yes","yes","yes","no","no",0,"no"
"365",84900,15600,3,1,1,"yes","no","no","no","yes",2,"no"
"366",99000,13200,2,1,1,"yes","no","yes","yes","no",1,"no"
"367",114000,9000,4,2,4,"yes","no","no","no","yes",2,"no"
"368",120000,7950,5,2,2,"yes","no","yes","yes","no",2,"no"
"369",145000,16200,5,3,2,"yes","no","no","no","no",0,"no"
"370",79000,6100,3,2,1,"yes","no","yes","no","no",2,"yes"
"371",82000,6360,3,1,1,"yes","yes","yes","no","yes",2,"yes"
"372",85000,6420,3,1,1,"yes","no","yes","no","yes",0,"yes"
"373",100500,6360,4,2,3,"yes","no","no","no","yes",2,"yes"
"374",122000,6540,4,2,2,"yes","yes","yes","no","yes",2,"yes"
"375",126500,6420,3,2,2,"yes","no","no","no","yes",1,"yes"
"376",133000,6550,4,2,2,"yes","no","no","no","yes",1,"yes"
"377",140000,5750,3,2,4,"yes","yes","no","no","yes",1,"yes"
"378",190000,7420,4,2,3,"yes","no","no","no","yes",2,"yes"
"379",84000,7160,3,1,1,"yes","no","yes","no","no",2,"yes"
"380",97000,4000,3,2,2,"yes","no","yes","no","yes",0,"yes"
"381",103500,9000,4,2,4,"yes","yes","no","no","yes",1,"yes"
"382",112500,6550,3,1,2,"yes","no","yes","no","yes",0,"yes"
"383",140000,13200,3,1,2,"yes","no","yes","no","yes",2,"yes"
"384",74700,7085,3,1,1,"yes","yes","yes","no","no",2,"yes"
"385",78000,6600,4,2,2,"yes","yes","yes","no","no",0,"yes"
"386",78900,6900,3,1,1,"yes","yes","yes","no","no",0,"yes"
"387",83900,11460,3,1,3,"yes","no","no","no","no",2,"yes"
"388",85000,7020,3,1,1,"yes","no","yes","no","yes",2,"yes"
"389",85000,6540,3,1,1,"yes","yes","yes","no","no",2,"yes"
"390",86000,8000,3,1,1,"yes","yes","yes","no","yes",2,"yes"
"391",86900,9620,3,1,1,"yes","no","yes","no","no",2,"yes"
"392",94500,10500,3,2,1,"yes","no","yes","no","yes",1,"yes"
"393",96000,5020,3,1,4,"yes","no","no","no","yes",0,"yes"
"394",106000,7440,3,2,4,"yes","no","no","no","no",1,"yes"
"395",72000,6600,3,1,1,"yes","yes","yes","no","no",0,"yes"
"396",74500,7200,3,1,2,"yes","yes","yes","no","no",1,"yes"
"397",77000,6710,3,2,2,"yes","yes","yes","no","no",1,"yes"
"398",80750,6660,4,2,2,"yes","yes","yes","no","no",1,"yes"
"399",82900,7000,3,1,1,"yes","no","yes","no","no",2,"yes"
"400",85000,7231,3,1,2,"yes","yes","yes","no","yes",0,"yes"
"401",92500,7410,3,1,1,"yes","yes","yes","no","yes",2,"yes"
"402",76000,7800,3,1,1,"yes","no","yes","no","yes",2,"yes"
"403",77500,6825,3,1,1,"yes","yes","yes","no","yes",0,"yes"
"404",80000,6360,3,1,3,"yes","no","no","no","no",0,"yes"
"405",80000,6600,4,2,1,"yes","no","yes","no","no",0,"yes"
"406",86000,6900,3,2,1,"yes","yes","yes","no","no",0,"yes"
"407",87000,6600,3,1,1,"yes","yes","yes","no","no",2,"yes"
"408",87500,6420,3,1,3,"yes","no","yes","no","no",0,"yes"
"409",89000,6600,3,2,1,"yes","no","yes","no","yes",0,"yes"
"410",89900,6600,3,2,3,"yes","no","no","no","yes",0,"yes"
