"","wage","educ","exper","sex"
"166",8.02184685634,2,18,NA
"167",9.38990676725,2,13,NA
"168",8.45091584263,2,18,NA
"169",8.75139254188,2,23,NA
"170",7.98142038032,2,20,NA
"171",8.45091584263,2,4,NA
"172",7.35542725688,2,10,NA
"173",12.4171006869,2,29,NA
"174",12.072736918,2,14,NA
"175",11.132228885,2,24,NA
"176",8.89570127839,2,14,NA
"177",5.71007860704,2,2,NA
"178",7.56134497111,2,9,NA
"179",16.9018316853,2,24,NA
"180",5.63394306877,2,6,NA
"181",8.02836893498,2,34,NA
"182",6.67177657852,2,33,NA
"183",9.63700951167,2,24,NA
"184",7.44244036302,2,11,NA
"185",8.36133455958,2,4,NA
"186",12.8987652424,2,17,NA
"187",5.63394306877,2,3,NA
"188",9.85940222955,2,30,NA
"189",10.7044935659,2,22,NA
"190",16.7609835423,2,17,NA
"191",7.11655953535,2,13,NA
"192",8.09775681149,2,15,NA
"193",4.61983296934,2,27,NA
"194",8.74743864016,2,34,NA
"195",9.63700951167,2,21,NA
"196",7.70960760934,2,16,NA
"197",12.2068795411,2,31,NA
"198",7.88752079207,2,16,NA
"199",9.15515903609,2,21,NA
"200",8.89570127839,2,16,NA
"201",5.47744540765,2,8,NA
"202",8.1543930451,2,27,NA
"203",11.1196259782,2,22,NA
"204",10.5175347485,2,23,NA
"205",7.0424294557,2,13,NA
"206",5.25834719471,2,7,NA
"207",8.1543930451,2,26,NA
"208",6.82003673782,2,20,NA
"209",11.2678861375,2,25,NA
"210",3.6348032593,2,4,NA
"211",6.57293399339,2,2,NA
"212",8.75665036354,2,19,NA
"213",4.34618578628,2,12,NA
"214",9.13950951787,2,39,NA
"215",11.7126715733,2,30,NA
"216",9.60331334485,2,32,NA
"217",7.32412822045,2,10,NA
"218",8.21763564114,2,27,NA
"219",7.0424294557,2,20,NA
"220",12.5577629097,2,24,NA
"221",9.6246544984,2,27,NA
"222",9.21965349443,2,30,NA
"223",14.4655316448,2,35,NA
"224",8.45091584263,2,15,NA
"225",6.47903440514,2,3,NA
"226",13.2473803852,2,23,NA
"227",7.74667264916,2,3,NA
"228",7.74667264916,2,5,NA
"229",8.90050297596,2,14,NA
"230",8.22251170677,2,25,NA
"231",10.8972332604,2,18,NA
"232",10.563645423,2,15,NA
"233",10.563645423,2,38,NA
"234",6.33818626224,2,11,NA
"235",9.15515903609,2,29,NA
"236",7.41308481181,2,22,NA
"237",7.11655953535,2,4,NA
"238",11.457792409,2,8,NA
"239",11.7129690455,2,31,NA
"240",8.14458885619,2,20,NA
"241",7.32412822045,2,4,NA
"242",7.62929754412,2,14,NA
"243",6.86185389651,2,19,NA
"244",13.5918904112,2,21,NA
"245",10.563645423,2,30,NA
"246",6.19733811933,2,0,NA
"247",8.22971053473,2,30,NA
"248",7.62929754412,2,21,NA
"249",6.05648997643,2,1,NA
"250",5.44614637121,2,7,NA
"251",12.8775852196,2,24,NA
"252",13.8913333945,2,20,NA
"253",9.97677485566,2,35,NA
"254",11.1937560579,2,28,NA
"255",7.60582450626,2,18,NA
"256",11.9721318099,2,31,NA
"257",8.97813331218,2,19,NA
"258",9.15515903609,2,34,NA
"259",5.55569547768,2,33,NA
"260",7.0424294557,2,2,NA
"261",11.9721318099,2,16,NA
"262",10.378317745,2,22,NA
"263",5.77840302033,2,0,NA
"264",24.7345357822,2,46,NA
"265",5.63394306877,2,6,NA
"266",5.93755066324,2,20,NA
"267",4.89263483549,2,5,NA
"268",17.2148294864,2,25,NA
"269",7.41308481181,2,10,NA
"270",17.2724845624,2,38,NA
"271",6.70707661645,2,22,NA
"272",9.63700951167,2,13,NA
"273",7.90653670435,2,31,NA
"274",7.85787024757,2,15,NA
"275",4.57757951805,2,26,NA
"276",7.30326054353,2,22,NA
"277",14.8261671447,2,23,NA
"278",10.1410985154,2,25,NA
"279",9.13612577126,2,14,NA
"280",7.11655953535,2,27,NA
"281",10.6495628398,2,20,NA
"282",11.4201572141,2,33,NA
"283",8.89570127839,2,18,NA
"284",8.04849045238,2,9,NA
"285",7.0424294557,2,5,NA
"286",9.85940222955,2,21,NA
"287",7.23276458296,2,1,NA
"288",7.0424294557,2,14,NA
"289",13.3806157179,2,21,NA
"290",8.4469123622,2,16,NA
"291",9.38990676725,2,32,NA
"292",5.63394306877,2,5,NA
"293",8.21616811147,2,12,NA
"294",10.6588117472,2,20,NA
"295",11.1270379946,2,20,NA
"296",7.0424294557,2,24,NA
"297",10.0158998907,2,18,NA
"298",14.0848589114,2,27,NA
"299",7.46497636335,2,6,NA
"300",10.9861898517,2,19,NA
"301",10.9861898517,2,17,NA
"302",6.09074886155,2,30,NA
"303",10.5323439076,2,27,NA
"304",10.563645423,2,26,NA
"305",16.9018316853,2,33,NA
"306",7.88752079207,2,10,NA
"307",8.45091584263,2,27,NA
"308",13.7718611102,2,39,NA
"309",6.25904377552,2,1,NA
"310",13.3806157179,2,24,NA
"311",14.1609944497,2,31,NA
"312",2.19097791517,2,36,NA
"313",8.45091584263,2,17,NA
"314",7.74667264916,2,13,NA
"315",9.20927419255,2,26,NA
"316",7.25370167006,2,21,NA
"317",5.18915763301,2,27,NA
"318",7.10366907206,2,24,NA
"319",6.61988254805,2,15,NA
"320",12.6022424448,2,32,NA
"321",7.98142038032,2,6,NA
"322",7.2196163104,2,13,NA
"323",10.4302092965,2,20,NA
"324",10.6418930141,2,10,NA
"325",10.0002503725,2,20,NA
"326",8.45091584263,2,22,NA
"327",8.54136227408,2,14,NA
"328",13.3806157179,2,46,NA
"329",8.54520958158,2,11,NA
"330",9.89453865776,2,21,NA
"331",12.4470710141,2,22,NA
"332",11.2678861375,2,20,NA
"333",8.00613040687,2,34,NA
"334",5.21139864006,2,15,NA
"335",10.2966244339,2,13,NA
"336",7.71181386171,2,29,NA
"337",9.38990676725,2,25,NA
"338",8.59917848086,2,23,NA
"339",8.76391116488,2,28,NA
"340",8.3026532044,2,45,NA
"341",7.09806419947,2,38,NA
"342",10.3288976919,2,14,NA
"343",12.5680281805,2,14,NA
"344",6.77595879018,2,15,NA
"345",7.70960760934,2,29,NA
"346",8.51351639444,2,16,NA
"347",10.378317745,2,32,NA
"348",10.2567433236,2,6,NA
"349",9.82328662193,2,40,NA
"350",7.17927411818,2,31,NA
"351",6.10343853108,2,24,NA
"352",7.98142038032,2,26,NA
"353",9.57770346481,2,25,NA
"354",5.28182271151,2,15,NA
"355",8.09508699823,2,32,NA
"356",9.296007179,2,27,NA
"357",8.89570127839,2,12,NA
"358",9.89746875922,2,29,NA
"359",20.9467128079,2,27,NA
"360",6.33818626224,2,2,NA
"361",8.51962201195,2,22,NA
"362",9.63700951167,2,23,NA
"363",7.5776538861,2,29,NA
"364",10.1122065251,2,11,NA
"365",9.3389646479,3,38,NA
"366",8.45091584263,3,5,NA
"367",7.74667264916,3,1,NA
"368",12.4135508516,3,19,NA
"369",11.9721318099,3,16,NA
"370",10.7861843981,3,9,NA
"371",14.165344981,3,9,NA
"372",7.60582450626,3,20,NA
"373",13.7718611102,3,26,NA
"374",10.1410985154,3,22,NA
"375",9.63700951167,3,4,NA
"376",12.2538280958,3,13,NA
"377",13.7718611102,3,25,NA
"378",27.3872270382,3,35,NA
"379",4.50715544659,3,3,NA
"380",7.70723526831,3,30,NA
"381",14.8261671447,3,22,NA
"382",9.57458992214,3,15,NA
"383",10.1723975518,3,33,NA
"384",7.16762808039,3,5,NA
"385",15.7226344141,3,46,NA
"386",9.296007179,3,6,NA
"387",17.2148294864,3,24,NA
"388",11.2678861375,3,19,NA
"389",8.59917848086,3,22,NA
"390",6.69030909844,3,12,NA
"391",5.35224678296,3,4,NA
"392",9.85940222955,3,16,NA
"393",8.31006769972,3,42,NA
"394",9.19222407591,3,18,NA
"395",10.563645423,3,10,NA
"396",14.0848589114,3,15,NA
"397",11.1196259782,3,8,NA
"398",10.463037836,3,23,NA
"399",8.45091584263,3,12,NA
"400",8.89570127839,3,11,NA
"401",10.1723975518,3,21,NA
"402",7.74667264916,3,6,NA
"403",13.5366919601,3,39,NA
"404",8.45091584263,3,19,NA
"405",10.563645423,3,9,NA
"406",10.6588117472,3,20,NA
"407",13.3806157179,3,20,NA
"408",17.6046197437,3,23,NA
"409",9.28624017412,3,34,NA
"410",5.31200374815,3,3,NA
"411",14.8261671447,3,26,NA
"412",15.0790854712,3,29,NA
"413",6.30112122241,3,4,NA
"414",9.63700951167,3,17,NA
"415",7.88752079207,3,15,NA
"416",9.4368553219,3,14,NA
"417",11.8938817399,3,18,NA
"418",11.8609342115,3,8,NA
"419",8.45091584263,3,31,NA
"420",6.76073316989,3,3,NA
"421",9.85940222955,3,15,NA
"422",12.072736918,3,24,NA
"423",12.3513370137,3,4,NA
"424",15.4933452983,3,20,NA
"425",9.78526967097,3,18,NA
"426",7.88752079207,3,8,NA
"427",8.1543930451,3,11,NA
"428",7.0424294557,3,33,NA
"429",15.1579924591,3,31,NA
"430",9.44066296644,3,9,NA
"431",6.54946095553,3,2,NA
"432",15.2268746328,3,29,NA
"433",7.74667264916,3,10,NA
"434",5.91564183352,3,3,NA
"435",5.35224678296,3,14,NA
"436",7.70960760934,3,7,NA
"437",4.7888517324,3,23,NA
"438",9.50671667505,3,12,NA
"439",9.48874687344,3,12,NA
"440",6.89594669298,3,7,NA
"441",7.52294626412,3,9,NA
"442",10.563645423,3,30,NA
"443",7.51192491801,3,10,NA
"444",6.33818626224,3,18,NA
"445",7.54046985739,3,17,NA
"446",13.3435506781,3,18,NA
"447",6.65829612865,3,16,NA
"448",8.74743864016,3,10,NA
"449",9.64427279195,3,18,NA
"450",6.53537564545,3,3,NA
"451",8.89570127839,3,11,NA
"452",7.32412822045,3,6,NA
"453",18.7798110556,3,43,NA
"454",7.0424294557,3,5,NA
"455",10.0817949474,3,10,NA
"456",19.7188019802,3,24,NA
"457",8.89570127839,3,18,NA
"458",22.535774754,3,15,NA
"459",11.4087367594,3,22,NA
"460",12.6763725245,3,35,NA
"461",8.08993329185,3,9,NA
"462",2.47893524773,3,16,NA
"463",11.2678861375,3,2,NA
"464",15.2268746328,3,22,NA
"465",8.55152095072,3,15,NA
"466",5.90222583596,3,2,NA
"467",24.4631766564,3,16,NA
"468",11.1618670349,3,29,NA
"469",6.33818626224,3,1,NA
"470",14.8261671447,3,32,NA
"471",7.98142038032,3,2,NA
"472",10.1975860129,3,30,NA
"473",9.38990676725,3,13,NA
"474",12.181500202,3,37,NA
"475",7.15663152363,3,9,NA
"476",10.0817949474,3,15,NA
"477",5.70101314084,3,1,NA
"478",9.63700951167,3,15,NA
"479",7.85787024757,3,24,NA
"480",15.4933452983,3,32,NA
"481",11.564411414,3,19,NA
"482",10.0158998907,3,26,NA
"483",10.463037836,3,25,NA
"484",10.0817949474,3,6,NA
"485",11.7246944093,3,14,NA
"486",11.9721318099,3,23,NA
"487",7.74667264916,3,13,NA
"488",9.80306346818,3,20,NA
"489",6.67177657852,3,2,NA
"490",18.3844481518,3,28,NA
"491",11.5495849023,3,29,NA
"492",12.4860373972,3,30,NA
"493",6.33818626224,3,1,NA
"494",8.74743864016,3,22,NA
"495",9.4368553219,3,8,NA
"496",10.8922927424,3,14,NA
"497",16.7852076976,3,18,NA
"498",6.67177657852,3,11,NA
"499",9.15515903609,3,42,NA
"500",8.1543930451,3,18,NA
"501",7.74667264916,3,13,NA
"502",13.3023656479,3,31,NA
"503",11.0744548202,3,28,NA
"504",10.0158998907,3,9,NA
"505",10.563645423,3,30,NA
"506",7.0424294557,3,14,NA
"507",10.3288976919,3,22,NA
"508",9.48874687344,3,17,NA
"509",8.31006769972,3,14,NA
"510",6.31001812102,3,43,NA
"511",10.6588117472,3,11,NA
"512",11.8312811881,3,22,NA
"513",11.1651417083,3,22,NA
"514",10.8837552894,3,24,NA
"515",15.2616764048,3,25,NA
"516",6.50070525708,3,13,NA
"517",14.0848589114,3,25,NA
"518",15.4933452983,3,37,NA
"519",8.66760700944,3,6,NA
"520",6.57293399339,3,11,NA
"521",7.0424294557,3,5,NA
"522",13.7041886569,3,30,NA
"523",12.6022424448,3,22,NA
"524",13.458865788,3,28,NA
"525",6.67177657852,3,4,NA
"526",11.08008944,3,17,NA
"527",7.70960760934,3,18,NA
"528",11.4201572141,3,32,NA
"529",11.2336396471,3,19,NA
"530",11.1480172236,3,21,NA
"531",8.08705524803,3,7,NA
"532",7.41308481181,3,5,NA
"533",6.66683358164,3,16,NA
"534",6.76073316989,3,15,NA
"535",12.181500202,3,16,NA
"536",16.9018316853,3,22,NA
"537",12.7505050831,3,25,NA
"538",8.1543930451,3,11,NA
"539",8.60741350375,3,13,NA
"540",6.93464287219,3,2,NA
"541",13.1458679868,3,13,NA
"542",10.0943383598,3,12,NA
"543",9.57770346481,3,4,NA
"544",12.6022424448,3,31,NA
"545",12.5198748633,3,13,NA
"546",9.85940222955,3,15,NA
"547",15.1154588881,3,9,NA
"548",17.7066799868,3,15,NA
"549",8.89570127839,3,14,NA
"550",9.71855160771,3,15,NA
"551",10.3288976919,3,16,NA
"552",7.80752059375,3,21,NA
"553",13.3435506781,3,24,NA
"554",11.3910941772,3,34,NA
"555",11.1196259782,3,18,NA
"556",12.5762136247,3,17,NA
"557",8.87346275028,3,12,NA
"558",11.9721318099,3,9,NA
"559",7.70960760934,3,25,NA
"560",5.16444760646,3,7,NA
"561",9.38990676725,3,22,NA
"562",9.38990676725,3,17,NA
"563",14.2726580879,3,16,NA
"564",10.7044935659,3,14,NA
"565",13.8681702235,3,34,NA
"566",11.8609342115,3,12,NA
"567",7.43367484798,3,1,NA
"568",11.8609342115,3,16,NA
"569",6.51033592052,3,7,NA
"570",4.96323491134,3,5,NA
"571",8.1543930451,3,9,NA
"572",10.378317745,3,22,NA
"573",11.6801281114,3,15,NA
"574",9.12162400006,3,35,NA
"575",9.296007179,3,12,NA
"576",9.89070126599,3,25,NA
"577",6.61988254805,3,5,NA
"578",8.19482695793,3,12,NA
"579",8.1543930451,3,20,NA
"580",10.0158998907,3,21,NA
"581",10.9633489424,3,16,NA
"582",10.015773465,3,33,NA
"583",9.15515903609,3,35,NA
"584",8.1543930451,3,11,NA
"585",5.63394306877,3,6,NA
"586",15.1154588881,3,27,NA
"587",10.563645423,3,19,NA
"588",11.1454093838,3,27,NA
"589",11.9721318099,3,34,NA
"590",12.9869905478,3,19,NA
"591",7.98142038032,3,12,NA
"592",13.3806157179,3,24,NA
"593",22.535774754,3,20,NA
"594",9.89070126599,3,8,NA
"595",8.1543930451,3,22,NA
"596",7.60582450626,3,12,NA
"597",9.43358064844,3,25,NA
"598",13.3435506781,3,21,NA
"599",8.1543930451,3,32,NA
"600",8.96309361203,3,29,NA
"601",8.1543930451,3,6,NA
"602",11.7373840788,3,24,NA
"603",8.38528107407,3,9,NA
"604",14.0566907702,3,22,NA
"605",11.8609342115,3,17,NA
"606",9.14107372601,3,21,NA
"607",11.84843542,3,15,NA
"608",6.76073316989,3,26,NA
"609",12.6763725245,3,33,NA
"610",19.5873911438,3,22,NA
"611",8.60741350375,3,14,NA
"612",9.48874687344,3,28,NA
"613",9.4368553219,3,14,NA
"614",12.2068795411,3,39,NA
"615",10.378317745,3,5,NA
"616",11.6225300509,3,14,NA
"617",7.19084826685,3,3,NA
"618",8.13791804144,3,4,NA
"619",7.7967843252,3,15,NA
"620",10.557024187,3,5,NA
"621",12.8987652424,3,17,NA
"622",10.7313206032,3,19,NA
"623",10.6588117472,3,16,NA
"624",5.12238255425,3,1,NA
"625",6.98559986515,3,21,NA
"626",8.92041130494,3,32,NA
"627",10.2278315018,3,9,NA
"628",8.60741350375,3,23,NA
"629",10.378317745,3,15,NA
"630",8.18129197147,3,8,NA
"631",7.62929754412,3,10,NA
"632",9.95329933887,3,14,NA
"633",12.6022424448,3,22,NA
"634",8.63871501912,3,11,NA
"635",5.88434031815,3,10,NA
"636",7.74667264916,3,4,NA
"637",6.14612083818,3,6,NA
"638",7.74667264916,3,29,NA
"639",5.79964749541,3,1,NA
"640",6.22699114276,3,1,NA
"641",8.45091584263,3,19,NA
"642",8.66760700944,3,11,NA
"643",6.37525130206,3,16,NA
"644",6.79547544739,3,2,NA
"645",10.7313206032,3,11,NA
"646",7.60582450626,3,31,NA
"647",8.90859917848,3,12,NA
"648",10.7707753366,3,4,NA
"649",9.56287943203,3,21,NA
"650",12.5355243816,3,20,NA
"651",12.3946762387,3,21,NA
"652",9.10550844201,3,18,NA
"653",7.51192491801,3,12,NA
"654",7.60582450626,3,16,NA
"655",6.22550873949,3,23,NA
"656",7.37890277368,3,25,NA
"657",8.13791804144,3,14,NA
"658",9.15515903609,3,15,NA
"659",8.45091584263,3,6,NA
"660",8.1543930451,3,2,NA
"661",30.7305917962,3,23,NA
"662",14.8673521749,3,17,NA
"663",11.496766229,3,29,NA
"664",10.7983906752,3,28,NA
"665",6.70283763718,3,26,NA
"666",8.88429569731,3,22,NA
"667",7.41308481181,3,7,NA
"668",6.76073316989,3,11,NA
"669",10.6418930141,3,17,NA
"670",6.65502145518,3,18,NA
"671",5.63394306877,3,36,NA
"672",8.45091584263,3,16,NA
"673",10.1410985154,3,7,NA
"674",5.9558823894,3,3,NA
"675",8.89570127839,3,21,NA
"676",10.1723975518,3,29,NA
"677",2.2535774754,3,47,NA
"678",8.60741350375,3,3,NA
"679",9.38990676725,3,18,NA
"680",7.78818737776,3,16,NA
"681",8.66218805699,3,12,NA
"682",17.0192043114,3,24,NA
"683",16.484669025,3,24,NA
"684",11.2678861375,3,28,NA
"685",7.30890012122,3,13,NA
"686",5.63394306877,3,19,NA
"687",11.4201572141,3,4,NA
"688",6.76073316989,3,13,NA
"689",10.1410985154,3,11,NA
"690",8.00613040687,3,3,NA
"691",12.5198748633,3,19,NA
"692",11.7126715733,3,17,NA
"693",8.89570127839,3,16,NA
"694",11.9002972243,3,25,NA
"695",8.83158857607,3,27,NA
"696",14.7676320467,3,18,NA
"697",8.07024310918,3,9,NA
"698",8.41204118007,3,21,NA
"699",10.6418930141,3,13,NA
"700",11.4740591821,3,17,NA
"701",12.6022424448,3,34,NA
"702",9.05455144906,3,7,NA
"703",9.07690896606,3,1,NA
"704",7.43367484798,3,3,NA
"705",11.7012684712,3,27,NA
"706",8.59176398553,3,18,NA
"707",6.21300746903,3,0,NA
"708",10.563645423,3,24,NA
"709",6.90158131279,3,3,NA
"710",7.0424294557,3,11,NA
"711",10.4629386786,3,21,NA
"712",7.19892959576,3,4,NA
"713",8.45091584263,3,16,NA
"714",5.47744540765,3,2,NA
"715",6.98609069432,3,18,NA
"716",12.1748120347,3,10,NA
"717",14.5074058191,3,38,NA
"718",13.3435506781,3,18,NA
"719",10.5104350779,3,15,NA
"720",8.16921707788,3,11,NA
"721",15.7584079286,3,25,NA
"722",7.60582450626,3,4,NA
"723",9.57770346481,3,19,NA
"724",5.56843224698,3,3,NA
"725",14.4460100298,3,18,NA
"726",10.2819466583,3,19,NA
"727",7.46604230551,3,5,NA
"728",10.8345062829,3,26,NA
"729",9.63700951167,3,14,NA
"730",7.28527091044,3,16,NA
"731",22.4077303117,3,32,NA
"732",10.4506530755,3,10,NA
"733",8.59917848086,3,5,NA
"734",7.77484326932,3,28,NA
"735",4.77114469793,3,3,NA
"736",15.2268746328,3,24,NA
"737",8.56359584431,3,4,NA
"738",9.71855160771,3,6,NA
"739",9.05455144906,3,18,NA
"740",5.74662307046,3,13,NA
"741",9.01431089319,3,18,NA
"742",12.0566387125,3,26,NA
"743",7.79886167293,3,20,NA
"744",12.6318954683,3,18,NA
"745",14.0193480896,3,17,NA
"746",14.0848589114,3,31,NA
"747",14.648253962,3,33,NA
"748",10.3288976919,3,35,NA
"749",12.7702721127,3,32,NA
"750",13.9440107685,3,31,NA
"751",12.7434450755,3,26,NA
"752",8.16921707788,3,9,NA
"753",20.8142930449,3,22,NA
"754",13.3435506781,3,13,NA
"755",8.10974990022,3,6,NA
"756",5.9558823894,3,8,NA
"757",8.87346275028,3,5,NA
"758",7.88752079207,3,10,NA
"759",8.93186150685,3,14,NA
"760",13.2563367782,3,5,NA
"761",6.30112122241,3,4,NA
"762",13.7718611102,3,17,NA
"763",7.26482217358,3,9,NA
"764",8.00613040687,3,5,NA
"765",8.89570127839,3,16,NA
"766",14.8897096919,3,29,NA
"767",7.4368057432,3,4,NA
"768",13.9283612503,3,33,NA
"769",19.1858606491,3,35,NA
"770",21.1272883671,3,32,NA
"771",9.63700951167,3,11,NA
"772",7.70502157913,3,12,NA
"773",13.565943396,3,16,NA
"774",18.3439720971,3,43,NA
"775",9.01431089319,3,10,NA
"776",9.84161091128,3,15,NA
"777",8.45091584263,3,10,NA
"778",8.3026532044,3,12,NA
"779",10.563645423,3,21,NA
"780",8.80303619989,3,3,NA
"781",14.0848589114,3,34,NA
"782",7.51192491801,3,23,NA
"783",9.75369051485,3,12,NA
"784",14.5116745455,3,23,NA
"785",10.3041876653,4,15,NA
"786",10.8171710887,4,4,NA
"787",8.04849045238,4,4,NA
"788",9.19222407591,4,6,NA
"789",13.3487837104,4,25,NA
"790",7.27717718685,4,16,NA
"791",5.98606590497,4,10,NA
"792",12.7434450755,4,24,NA
"793",8.65212853775,4,6,NA
"794",8.19112838654,4,14,NA
"795",7.67624857771,4,3,NA
"796",7.68265166746,4,5,NA
"797",7.56134497111,4,1,NA
"798",20.4418751658,4,24,NA
"799",6.69030909844,4,2,NA
"800",12.072736918,4,28,NA
"801",9.82664557919,4,10,NA
"802",12.9893703257,4,14,NA
"803",8.45091584263,4,6,NA
"804",8.71919860981,4,14,NA
"805",11.2678861375,4,24,NA
"806",8.31006769972,4,2,NA
"807",15.9882176208,4,18,NA
"808",10.7044935659,4,25,NA
"809",9.19222407591,4,5,NA
"810",12.4781469463,4,13,NA
"811",6.33818626224,4,10,NA
"812",11.1902508435,4,33,NA
"813",8.91684411711,4,12,NA
"814",10.0158998907,4,5,NA
"815",17.2148294864,4,33,NA
"816",26.4795401079,4,45,NA
"817",5.98606590497,4,4,NA
"818",13.3435506781,4,15,NA
"819",11.8609342115,4,6,NA
"820",10.685847015,4,11,NA
"821",9.57770346481,4,25,NA
"822",8.02836893498,4,7,NA
"823",15.4933452983,4,32,NA
"824",8.87346275028,4,10,NA
